Cricinfo_id,Player_Name,Player_Name_Telugu,FC Matches_debut,FC Matches_debut_Telugu,List A Matches_debut,List A Matches_debut_Telugu,T20 Matches_debut,T20 Matches_debut_Telugu,T20I Matches_debut,T20I Matches_debut_Telugu,ODI Matches_debut,ODI Matches_debut_Telugu,Test Matches_debut,Test Matches_debut_Telugu,Playing Role,Playing Role_Telugu,Nationality,Nationality_Telugu,Teams,Teams_Telugu,Birth_Date,Telugu_Birth_Date,Education,Telugu_Education,Relations,Telugu_Relations,Death_Date,Telugu_Death_Date,Death_Place,Telugu_Death_Place,Full Name,Full_Name_Telugu,Teams_overview,teams_ov_telugu_y,Died,Died_telugu,Batting Style,Batting_Style_telugu,Bowling Style,Bowling_Style_telugu,Birth_Place,Birth_Place_Telugu,AWARDS,awards_telugu,T20I Matches_debut_infobox,T20I_info_Matches_debut_Telugu,ODI Matches_debut_infobox,ODI_info_Matches_debut_Telugu,Test Matches_debut_infobox,Test_info_Matches_debut_Telugu,Test Matches_last_appearance,Test_info_Matches_last_appearance_telugu,ODI Matches_last_appearance,ODI_info_Matches_last_appearance_telugu,T20I Matches_last_appearance,T20I_info_Matches_last_appearance_telugu,trophy_names,trophy_names_Telugu,Records,records_telugu,Test Records,test_records_telugu,ODI Records,odi_records_telugu,T20I Records,t20i_records_telugu
50783,Charith Tissera,చరిత్ తీస్సేరా,"Badureliya vs Kurunegala Y at Maggona - March 01 - 03, 2013","బదురెలియా వర్సస్ కురునేగల వై, మగ్గోనా లో - మార్చి 01 - 03, 2013","Tamil Union vs Kurunegala Y at Kurunegala - December 13, 2012","తమిళ్ ఉనియన్ వర్సస్ కురునేగల వై, కురునేగల లో - డిసెంబర్ 13, 2012","SL Air SC vs Colts at Colombo (Moors) - August 17, 2004","శ్రీలంక ఏర్ ఎస్.సీ వర్సస్ కాల్ట్స్, కొలంబో (మూర్స్) లో - ఆగస్టు 17, 2004",,,,,,,,,Sri Lanka,శ్రీలంక,"['Kurunegala Youth Cricket Club', 'Sri Lanka Air Force Sports Club']","కురునేగల యూత్ క్రికెట్ క్లబ్, శ్రీ లంక ఏర్ ఫోర్స్ స్పోర్ట్స్ క్లబ్","['November 07', ' 1979']","['నవంబర్ 07', '1979'] ",,,,[],,,,,Warnakulasuriya Charith Rangajeewa Tissera,వర్ణకూలసూరియ చరిత్ రంగజీవ తీస్సేరా,"['Kurunegala Youth Cricket Club', 'Sri Lanka Air Force Sports Club']","శ్రీ లంక ఏర్ ఫోర్స్ స్పోర్ట్స్ క్లబ్, కురునేగల యూత్ క్రికెట్ క్లబ్",,,Right hand bat,రైట్ హ్యాండెడ్,Right arm fast medium,రైట్ ఆర్మ్ ఫాస్ట్ మీడియం,[' Kurunegala'],[[కురునెగల]],,,,,,,,,,,,,,,,,,[],,[],,[],,[]
50742,Anura Tennekoon,అనుర టెన్నెకూ,,,,,,,,,"Sri Lanka vs West Indies at Manchester - June 07, 1975","శ్రీ లంక వర్సస్ వెస్ట్ ఇండీస్, మంచేస్టర్ లో - జూన్ 07, 1975",,,,,Sri Lanka,శ్రీలంక,['Ceylon'],సైలన్,"['October 29', ' 1946']","['అక్టోబర్ 29', '1946'] ",,,,[],,,,,Anura Punchi Banda Tennekoon,అనుర పుంచి బండ టెన్నెకూ,['Ceylon'],సైలన్,,,Right hand bat,రైట్ హ్యాండెడ్,Slow left arm orthodox,స్లో లెఫ్ట్ ఆర్మ్ ఆర్థోడాక్స్,[' Anuradhapura'],[[అనురధపురా]],,,,,"Sri Lanka vs West Indies at Manchester - June 07, 1975","['1975', 'మాంచెస్టర్ - జూన్ 07 ', 'వెస్ట్ ఇండీస్ ']",,,,,"Sri Lanka vs New Zealand at Nottingham - June 09, 1979","['1979', 'నాటింగ్హామ్ - జూన్ 09 ', 'న్యూజిలాండ్ ']",,,World Cup,[[ప్రపంచ కప్]],,[],,[],,[],,[]
683367,Adeesha Thilanchana,అదేశ తీలంచాన,"SL Army vs Sinhalese at Panagoda - January 16 - 18, 2015","శ్రీలంక ఆర్మీ వర్సస్ సింహలేస్, పనగోడ లో - జనవరి 16 - 18, 2015","Badureliya vs SL Army at Maggona - December 05, 2014","బదురెలియా వర్సస్ శ్రీలంక ఆర్మీ, మగ్గోనా లో - డిసెంబర్ 05, 2014","SL Army vs Tamil Union at Colombo (Colts) - April 01, 2015","శ్రీలంక ఆర్మీ వర్సస్ తమిళ్ ఉనియన్, కొలంబో (కాల్ట్స్) లో - ఏప్రిల్ 01, 2015",,,,,,,,,Sri Lanka,శ్రీలంక,"['FOG-Seenigama', 'Moors Sports Club', 'Sinhalese Sports Club', 'Sri Lanka Army Sports Club', 'Sri Lanka Under-17s']","ఫాగ్-సీనిగామ, మూర్స్ స్పోర్ట్స్ క్లబ్, సింహలేస్ స్పోర్ట్స్ క్లబ్, శ్రీ లంక ఆర్మీ స్పోర్ట్స్ క్లబ్, శ్రీ లంక అండర్ -17","['June 23', ' 1995']","['జూన్ 23', '1995'] ",,,,[],,,,,Adeesha Thilanchana,అదేశ తీలంచాన,"['FOG-Seenigama', 'Moors Sports Club', 'Sinhalese Sports Club', 'Sri Lanka Army Sports Club', 'Sri Lanka Under-17s']","శ్రీ లంక ఆర్మీ స్పోర్ట్స్ క్లబ్, శ్రీ లంక అండర్ -17, ఫాగ్-సీనిగామ, మూర్స్ స్పోర్ట్స్ క్లబ్, సింహలేస్ స్పోర్ట్స్ క్లబ్",,,Left hand bat,లెఫ్ట్ హ్యాండెడ్,Left arm medium,లెఫ్ట్ ఆర్మ్ మీడియం,[' Galle'],[[గాలే]],,,,,,,,,,,,,,,,,,[],,[],,[],,[]
50773,Yasas Tillakaratne,యాస్ తిల్లకరాట్నే,"Singha SC vs Seeduwa at Colombo (Thurstan) - April 22 - 24, 2011","సింఘ ఎస్.సీ వర్సస్ సీదువ, కొలంబో (తర్స్తాన్) లో - ఏప్రిల్ 22 - 24, 2011","Police SC vs Lankan CC at Colombo (Police) - October 28, 2009","పోలీస్ ఎస్.సీ వర్సస్ లంకన్ సీ.సీ, కొలంబో (పోలీస్) లో - అక్టోబర్ 28, 2009",,,,,,,,,Allrounder,ఆల్ రౌండర్,Sri Lanka,శ్రీలంక,"['Antonians Sports Club', 'Colombo Cricket Club', 'Lankan Cricket Club', 'Moors Sports Club', 'Tamil Union Cricket and Athletic Club', 'Western Province City']","అంటోనియన్స్ స్పోర్ట్స్ క్లబ్, కొలంబో క్రికెట్ క్లబ్, లంకన్ క్రికెట్ క్లబ్, మూర్స్ స్పోర్ట్స్ క్లబ్, తమిళ్ ఉనియన్ క్రికెట్ అండ్ అథ్లెటిక్ క్లబ్, వెస్టర్న్ ప్రోవిన్స్ సిటీ","['September 15', ' 1972']","['సెప్టెంబర్ 15', '1972'] ",DS Senanayake College,డి.ఎస్. సేన్నేయక్ కాలేజ్,"[['HP Tillakaratne', ' (brother)']]","[['హెచ్.పీ తిల్లకరాట్నే', ' (సోదరుడు)']]",,,,,Yasas Nilantha Tillakaratne,యాస్ నిలంత తిల్లకరాట్నే,"['Antonians Sports Club', 'Colombo Cricket Club', 'Lankan Cricket Club', 'Moors Sports Club', 'Tamil Union Cricket and Athletic Club', 'Western Province City']","అంటోనియన్స్ స్పోర్ట్స్ క్లబ్, కొలంబో క్రికెట్ క్లబ్, లంకన్ క్రికెట్ క్లబ్, మూర్స్ స్పోర్ట్స్ క్లబ్, తమిళ్ ఉనియన్ క్రికెట్ అండ్ అథ్లెటిక్ క్లబ్, వెస్టర్న్ ప్రోవిన్స్ సిటీ",,,Left hand bat,లెఫ్ట్ హ్యాండెడ్,Legbreak,లెగ్‌బ్రేక్,[' Colombo'],[[కొలంబో]],,,,,,,,,,,,,,,,,,[],,[],,[],,[]
508964,Pulina Tharanga,పులిన తరంగా,"Singha SC vs SL Army at Galle - April 01 - 03, 2011","సింఘ ఎస్.సీ వర్సస్ శ్రీలంక ఆర్మీ, గల్లె లో - ఏప్రిల్ 01 - 03, 2011","Saracens vs Tamil Union at Colombo (PSS) - December 09, 2012","సరేసెన్స్ వర్సస్ తమిళ్ ఉనియన్, కొలంబో (ప్స్) లో - డిసెంబర్ 09, 2012","SLPACC vs Bloomfield at Colombo (CCC) - April 01, 2015","ఎస్.ఎల్.పీ.ఏ.సీ.సీ వర్సస్ బ్లోమ్ఫియెల్డ్, కొలంబో (సీసీ) లో - ఏప్రిల్ 01, 2015",,,,,,,Allrounder,ఆల్ రౌండర్,Sri Lanka,శ్రీలంక,"['Dambulla Viiking', 'Singha Sports Club', 'Sri Lanka Under-19s', 'Tamil Union Cricket and Athletic Club']","దంబుల్ల వీకింగ్, సింఘ స్పోర్ట్స్ క్లబ్, శ్రీ లంక అండర్ -19, తమిళ్ ఉనియన్ క్రికెట్ అండ్ అథ్లెటిక్ క్లబ్","['January 23', ' 1993']","['జనవరి 23', '1993'] ","Sri Devananda College, Ambalangoda","శ్రీ దేవనాంద కాలేజ్, అంబ్యాంగోడా ",,[],,,,,Desenthuwa Handi Ashan Pulina Tharanga,దేశేంతువ హంది ఆశన్ పులిన తరంగా,"['Dambulla Viiking', 'Singha Sports Club', 'Sri Lanka Under-19s', 'Tamil Union Cricket and Athletic Club']","శ్రీ లంక అండర్ -19, దంబుల్ల వీకింగ్, సింఘ స్పోర్ట్స్ క్లబ్, తమిళ్ ఉనియన్ క్రికెట్ అండ్ అథ్లెటిక్ క్లబ్",,,Right hand bat,రైట్ హ్యాండెడ్,Legbreak,లెగ్‌బ్రేక్,[' Galle'],[[గాలే]],,,,,,,,,,,,,,,,,,[],,[],,[],,[]
623633,Ravindu Tillakaratne,రావిందు తిల్లకరాట్నే,"Nondescripts vs Badureliya at Maggona - January 11 - 13, 2017","నాండెస్క్రిప్క్రిప్ట్స్ వర్సస్ బదురెలియా, మగ్గోనా లో - జనవరి 11 - 13, 2017","Bloomfield vs KTC at Colombo (Bloomfield) - March 12, 2018","బ్లోమ్ఫియెల్డ్ వర్సస్ కే.టీ.సీ, కొలంబో (బ్లోమ్ఫియెల్డ్) లో - మార్చి 12, 2018","KTC vs Burgher at Katunayake - March 02, 2018","కే.టీ.సీ వర్సస్ బర్గర్, కాతునాయకే లో - మార్చి 02, 2018",,,,,,,,,Sri Lanka,శ్రీలంక,"[""S.Thomas' College"", 'Sri Lanka Under-19s']","స్.తోమస్' కాలేజ్, శ్రీ లంక అండర్ -19","['September 09', ' 1996']","['సెప్టెంబర్ 09', '1996'] ","S. Thomas' College, Mt. Lavinia","స్. థామస్ 'కాలేజ్, ఎంట్. లవినియా","[['HP Tillakaratne', ' (father),'], ['DS Tillakaratne', ' (brother)']]","[['హెచ్.పీ తిల్లకరాట్నే', ' (తండ్రి),'], ['డీ.ఎస్ తిల్లకరాట్నే', ' (సోదరుడు)']]",,,,,Ravindu Tillakaratne,రావిందు తిల్లకరాట్నే,"[""S.Thomas' College"", 'Sri Lanka Under-19s']","శ్రీ లంక అండర్ -19, స్.తోమస్' కాలేజ్",,,Left hand bat,లెఫ్ట్ హ్యాండెడ్,Left arm wrist spin,లెఫ్ట్ ఆర్మ్ రిస్ట్ స్పిన్,[' Colombo'],[[కొలంబో]],,,,,,,,,,,,,,,,,,[],,[],,[],,[]
1070228,Dilip Tharaka,డిలిప్ తరక,"SL Air SC vs SLPACC at Welisara - December 02 - 04, 2016","శ్రీలంక ఏర్ ఎస్.సీ వర్సస్ ఎస్.ఎల్.పీ.ఏ.సీ.సీ, వెలిసర లో - డిసెంబర్ 02 - 04, 2016","SL Air SC vs Police SC at Colombo (Police) - March 10, 2018","శ్రీలంక ఏర్ ఎస్.సీ వర్సస్ పోలీస్ ఎస్.సీ, కొలంబో (పోలీస్) లో - మార్చి 10, 2018","Colts vs SL Air SC at Panagoda - February 24, 2018","కాల్ట్స్ వర్సస్ శ్రీలంక ఏర్ ఎస్.సీ, పనగోడ లో - ఫిబ్రవరి 24, 2018",,,,,,,,,Sri Lanka,శ్రీలంక,['Sri Lanka Air Force Sports Club'],శ్రీ లంక ఏర్ ఫోర్స్ స్పోర్ట్స్ క్లబ్,"['February 09', ' 1996']","['ఫిబ్రవరి 09', '1996'] ","St.Thomas College, Matara","సెయింట్ థామస్ కాలేజ్, మాతారా ",,[],,,,,Selva Hannadige Dilip Tharaka,సెల్వా హన్నదిగే డిలిప్ తరక,['Sri Lanka Air Force Sports Club'],శ్రీ లంక ఏర్ ఫోర్స్ స్పోర్ట్స్ క్లబ్,,,Right hand bat,రైట్ హ్యాండెడ్,Right arm offbreak,రైట్ ఆర్మ్ ఆఫ్‌బ్రెక్,[' Ambalantota'],[[అంబాలంటోటా]],,,,,,,,,,,,,,,,,,[],,[],,[],,[]
50796,Pradeep Udawatta,ప్రదీప్ ఉదవత్త,"Ragama vs Police SC at Colombo (SSC) - October 15 - 17, 2004","రాగమా వర్సస్ పోలీస్ ఎస్.సీ, కొలంబో (స్) లో - అక్టోబర్ 15 - 17, 2004","Colts vs Police SC at Colombo (Colts) - August 22, 2004","కాల్ట్స్ వర్సస్ పోలీస్ ఎస్.సీ, కొలంబో (కాల్ట్స్) లో - ఆగస్టు 22, 2004",,,,,,,,,,,Sri Lanka,శ్రీలంక,['Police Sports Club'],పోలీస్ స్పోర్ట్స్ క్లబ్,"['June 12', ' 1971']","['జూన్ 12', '1971'] ",Piliyandala Central,పిలియందాలా సెంట్రల్,,[],,,,,Pradeep Nishantha Udawatta,ప్రదీప్ నిశ్శాంత ఉదవత్త,['Police Sports Club'],పోలీస్ స్పోర్ట్స్ క్లబ్,,,Right hand bat,రైట్ హ్యాండెడ్,Right arm offbreak,రైట్ ఆర్మ్ ఆఫ్‌బ్రెక్,[' Kalubowila'],[[కల్లబూలా]],,,,,,,,,,,,,,,,,,[],,[],,[],,[]
50802,Mahela Udawatte,మహేళ్ల ఉదవత్తే,"Galle CC vs Chilaw at Galle - December 16 - 18, 2005","గల్లె సీ.సీ వర్సస్ చిలా, గల్లె లో - డిసెంబర్ 16 - 18, 2005","England A vs SLC Comb XI at Colombo (Bloomfield) - March 18, 2005","ఇంగ్లాండ్ ఏ వర్సస్ ఎస్.ఎల్.సీ కాంబ్ క్సీ, కొలంబో (బ్లోమ్ఫియెల్డ్) లో - మార్చి 18, 2005","PCA XI vs Chilaw at Leicester - September 15, 2005","పీ.సీ.ఏ క్సీ వర్సస్ చిలా, లైస్టర్ లో - సెప్టెంబర్ 15, 2005","Zimbabwe vs Sri Lanka at King City (NW) - October 10, 2008","జింబాబ్వే వర్సస్ శ్రీ లంక, కింగ్ సిటీ (న్యూ) లో - అక్టోబర్ 10, 2008","Sri Lanka vs West Indies at Port of Spain - April 10, 2008","శ్రీ లంక వర్సస్ వెస్ట్ ఇండీస్, పోర్ట్ ఆఫ్ స్పైన్ లో - ఏప్రిల్ 10, 2008","Sri Lanka vs West Indies at Gros Islet - June 14 - 18, 2018","శ్రీ లంక వర్సస్ వెస్ట్ ఇండీస్, గ్రాస్ ఇస్లేట్ లో - జూన్ 14 - 18, 2018",Batter,బ్యాట్స్‌మన్‌,Sri Lanka,శ్రీలంక,"['Sri Lanka', 'Ananda College', 'Chilaw Marians Cricket Club', 'Moors Sports Club', 'Ruhuna', 'Sri Lanka A', 'Sri Lanka Academy XI', 'Wayamba']","శ్రీ లంక, అనంద కాలేజ్, చిలా మేరియన్స్ క్రికెట్ క్లబ్, మూర్స్ స్పోర్ట్స్ క్లబ్, రూహున, శ్రీ లంక ఏ., శ్రీ లంక అకాడమీ క్సీ, వయంబ","['July 19', ' 1986']","['జూలై 19', '1986'] ","Ananda College, Colombo","అనుండా కాలేజ్, కొలంబో ",,[],,,,,Mahela Lakmal Udawatte,మహేళ్ల లక్మల్ ఉదవత్తే,"['Sri Lanka', 'Ananda College', 'Chilaw Marians Cricket Club', 'Moors Sports Club', 'Ruhuna', 'Sri Lanka A', 'Sri Lanka Academy XI', 'Wayamba']","శ్రీ లంక, శ్రీ లంక ఏ., శ్రీ లంక అకాడమీ క్సీ, అనంద కాలేజ్, చిలా మేరియన్స్ క్రికెట్ క్లబ్, మూర్స్ స్పోర్ట్స్ క్లబ్",,,Left hand bat,లెఫ్ట్ హ్యాండెడ్,Right arm offbreak,రైట్ ఆర్మ్ ఆఫ్‌బ్రెక్,[' Colombo'],[[కొలంబో]],,,"Zimbabwe vs Sri Lanka at King City (NW) - October 10, 2008","['2008', 'కింగ్ సిటీ - అక్టోబర్ 10 ', 'శ్రీలంక ']","Sri Lanka vs West Indies at Port of Spain - April 10, 2008","['2008', 'పోర్ట్ అఫ్ స్పెయిన్ - ఏప్రిల్ 10 ', 'వెస్ట్ ఇండీస్ ']","Sri Lanka vs West Indies at Gros Islet - June 14 - 18, 2018","['2018', 'గ్రోస్ ఐలెట్ - జూన్ 14 - 18 ', 'వెస్ట్ ఇండీస్ ']","West Indies vs Sri Lanka at Bridgetown - June 23 - 26, 2018","['2018', 'బ్రిడ్జ్టౌన్ - జూన్ 23 - 26 ', 'శ్రీలంక ']","Zimbabwe vs Sri Lanka at Harare - November 28, 2008","['2008', 'హరారే - నవంబర్ 28 ', 'శ్రీలంక ']","Pakistan vs Sri Lanka at Lahore - October 29, 2017","['2017', 'లాహోర్ - అక్టోబర్ 29 ', 'శ్రీలంక ']",Asia Cup,ఆసియా కప్,['4th Most consecutive matches missed for a team between appearances (73)'],['ఒక జట్టుకు ఆడిన రెండు ప్రదర్శనల మధ్య అత్యధిక వరుస మ్యాచ్ లు ఆడకుండా ఉన్న ఆటగాళ్ల జాబితా లో 4 వ స్థానం (73).'],,[],,[],"['4th Most consecutive matches missed for a team between appearances (73)', '9th Longest intervals between appearances (8y 52d)']","['ఒక జట్టుకు ఆడిన రెండు ప్రదర్శనల మధ్య అత్యధిక వరుస మ్యాచ్ లు ఆడకుండా ఉన్న ఆటగాళ్ల జాబితా లో 4 వ స్థానం (73).', 'ప్రదర్శన ల మధ్య సుదీర్ఘ విరామాలు తీసుకున్న ఆటగాళ్ల జాబితా లో 9 వ స్థానం (8 సంవత్సరాల 52 రోజులు).']"
54752,Praba Udawatte,ప్రబా ఉదవత్తే,,,,,,,,,"SL Women vs IND Women at Pretoria - March 22, 2005","శ్రీలంక విమెన్ వర్సస్ ఇండియా విమెన్, ప్రేటోరియా లో - మార్చి 22, 2005",,,,,Sri Lanka,శ్రీలంక,"['Marians Ladies', 'Sri Lanka Women']","మేరియన్స్ లేడియస్, శ్రీ లంక విమెన్","['October 04', ' 1980']","['అక్టోబర్ 04', '1980'] ",,,,[],,,,,Praba Malkanthi Udawatte,ప్రబా మాల్కాంతి ఉదవత్తే,"['Marians Ladies', 'Sri Lanka Women']","శ్రీ లంక విమెన్, మేరియన్స్ లేడియస్",,,Right hand bat,రైట్ హ్యాండెడ్,Right arm medium,రైట్ ఆర్మ్ మీడియం,[' Kandy'],[[కాండీ]],,,,,"SL Women vs IND Women at Pretoria - March 22, 2005","['2005', 'ప్రిటోరియా - మార్చి 22 ', 'భారత విమెన్ ']",,,,,"IND Women vs SL Women at Karachi - January 04, 2006","['2006', 'కరాచీ - జనవరి 04 ', 'శ్రీలంక విమెన్ ']",,,ICC Women's World Cu,ఐసిసి విమెన్స్ ప్రపంచ కప్,[' Opening the batting and bowling in the same match '],"['ఒకేే మ్యాచ్ లో జట్టుకు బ్యాటింగ్, బౌలింగ్ ను ప్రారంభించింది.']",,[],,[],,[]
