Cricinfo_id,Player_Name,Player_Name_Telugu,FC Matches_debut,FC Matches_debut_Telugu,List A Matches_debut,List A Matches_debut_Telugu,T20 Matches_debut,T20 Matches_debut_Telugu,T20I Matches_debut,T20I Matches_debut_Telugu,ODI Matches_debut,ODI Matches_debut_Telugu,Test Matches_debut,Test Matches_debut_Telugu,Playing Role,Playing Role_Telugu,Nationality,Nationality_Telugu,Teams,Teams_Telugu,Birth_Date,Telugu_Birth_Date,Education,Telugu_Education,Relations,Telugu_Relations,Death_Date,Telugu_Death_Date,Death_Place,Telugu_Death_Place,Full Name,Full_Name_Telugu,Teams_overview,teams_ov_telugu_y,Died,Died_telugu,Batting Style,Batting_Style_telugu,Bowling Style,Bowling_Style_telugu,Birth_Place,Birth_Place_Telugu,AWARDS,awards_telugu,T20I Matches_debut_infobox,T20I_info_Matches_debut_Telugu,ODI Matches_debut_infobox,ODI_info_Matches_debut_Telugu,Test Matches_debut_infobox,Test_info_Matches_debut_Telugu,Test Matches_last_appearance,Test_info_Matches_last_appearance_telugu,ODI Matches_last_appearance,ODI_info_Matches_last_appearance_telugu,T20I Matches_last_appearance,T20I_info_Matches_last_appearance_telugu,trophy_names,trophy_names_Telugu,Records,records_telugu,Test Records,test_records_telugu,ODI Records,odi_records_telugu,T20I Records,t20i_records_telugu
25964,Shakti Gauchan,శక్తి గౌచన్,"U.A.E. vs Nepal at Sharjah - March 25 - 27, 2004","ఉ.అ.ఏ. వర్సస్ నేపాల్, శర్జాహ్ లో - మార్చి 25 - 27, 2004","U.A.E. vs Nepal at Rangiora - January 13, 2014","ఉ.అ.ఏ. వర్సస్ నేపాల్, రంజియోరా లో - జనవరి 13, 2014","Nepal vs Hong Kong at ICCA 2 Dubai - March 13, 2012","నేపాల్ వర్సస్ హాంగ్ కాంగ్, ఐ.సీ.సీ.ఏ 2 దుబాయ్ లో - మార్చి 13, 2012","Nepal vs Hong Kong at Chattogram - March 16, 2014","నేపాల్ వర్సస్ హాంగ్ కాంగ్, చటోగ్రం లో - మార్చి 16, 2014",,,,,Bowler,బౌలర్,Nepal,నేపాల్,"['Nepal', 'Nepal Under-17s', 'Nepal Under-19s']","నేపాల్, నేపాల్ అండర్ -17, నేపాల్ అండర్ -19","['April 22', ' 1984']","['ఏప్రిల్ 22', '1984'] ",,,,[],,,,,Shakti Prasad Gauchan,శక్తి ప్రసాద్ గౌచన్,"['Nepal', 'Nepal Under-17s', 'Nepal Under-19s']","నేపాల్, నేపాల్ అండర్ -17, నేపాల్ అండర్ -19",,,Right hand bat,రైట్ హ్యాండెడ్,Slow left arm orthodox,స్లో లెఫ్ట్ ఆర్మ్ ఆర్థోడాక్స్,"[' Rupandehi', ' Nepal']","[[రుపండిహి]], [[నేపాల్]]",,,"Nepal vs Hong Kong at Chattogram - March 16, 2014","['2014', 'టోగ్రామ్ - మార్చి 16 ', 'హాంగ్ కొంగ్ ']",,,,,,,,,"Nepal vs P.N.Gat Dublin (Malahide) - July 17, 2015","['2015', 'డబ్లిన్ (మలహైడ్) - జూలై 17 ', 'పాపువా న్యూ గిని']",Men's T20 World Cup,టీ20 ప్రపంచ కప్,,[],,[],,[],['12th Highest partnership for the ninth wicket (43)'],['తొమ్మిదో వికెట్ కు అత్యధిక భాగస్వామ్యం వహించిన ఆటగాళ్ల జాబితా లో 12 వ స్థానం (43).']
1161022,Sundeep Jora,సుందీప్ జోరా,,,"U.A.E. vs Nepal at ICCA Dubai - January 28, 2019","ఉ.అ.ఏ. వర్సస్ నేపాల్, ఐ.సీ.సీ.ఏ దుబాయ్ లో - జనవరి 28, 2019","U.A.E. vs Nepal at ICCA Dubai - January 31, 2019","ఉ.అ.ఏ. వర్సస్ నేపాల్, ఐ.సీ.సీ.ఏ దుబాయ్ లో - జనవరి 31, 2019","U.A.E. vs Nepal at ICCA Dubai - January 31, 2019","ఉ.అ.ఏ. వర్సస్ నేపాల్, ఐ.సీ.సీ.ఏ దుబాయ్ లో - జనవరి 31, 2019",,,,,,,Nepal,నేపాల్,"['Nepal', 'Nepal Under-19s']","నేపాల్, నేపాల్ అండర్ -19","['October 20', ' 2001']","['అక్టోబర్ 20', '2001'] ",,,,[],,,,,Sundeep Jora,సుందీప్ జోరా,"['Nepal', 'Nepal Under-19s']","నేపాల్, నేపాల్ అండర్ -19",,,Right hand bat,రైట్ హ్యాండెడ్,,,"[' Mahendranagar', ' Kanchanpur', ' Nepal']","[[మహేంద్రనగర్]], [[కాంచన్ పూర్]], [[నేపాల్]]",,,"U.A.Evs Nepal at ICCA Dubai - January 31, 2019","['2019', 'ఐ.సి.సి.ఏ. దుబాయ్ - జనవరి 31 ', 'నేపాల్ ']",,,,,,,,,"Nepal vs Oman at Al Amerat - October 10, 2019","['2019', 'అక్టోబర్ 10', 'ఒమన్ ']",,,,[],,[],['29th Youngest players (17y 100d)'],['అతి పిన్న వయస్కుడైన ఆటగాళ్ళ జాబితా లో 29 వ స్థానం (17 సంవత్సరాల 100 రోజులు).'],"['38th Most runs in debut match (53*)', '45th Youngest players (17y 103d)']","['అతి పిన్న వయస్కుడైన ఆటగాళ్ళ జాబితా లో 45 వ స్థానం (17 సంవత్సరాల 103 రోజులు).', 'తొలి మ్యాచ్ లో అత్యధిక పరుగులు చేసిన ఆటగాళ్ల జాబితా లో 38 వ స్థానం (53*).']"
446812,Bhuvan Karki,భువాన్ కార్కి,,,,,,,,,,,,,,,Nepal,నేపాల్,"['Nepal Under-15s', 'Nepal Under-17s', 'Nepal Under-21s']","నేపాల్ అండర్ -15, నేపాల్ అండర్ -17, నేపాల్ అండర్ -21","['January 28', ' 1994']","['జనవరి 28', '1994'] ",,,,[],,,,,Bhuvan Karki,భువాన్ కార్కి,"['Nepal Under-15s', 'Nepal Under-17s', 'Nepal Under-21s']","నేపాల్ అండర్ -15, నేపాల్ అండర్ -17, నేపాల్ అండర్ -21",,,Left hand bat,లెఫ్ట్ హ్యాండెడ్,Slow left arm orthodox,స్లో లెఫ్ట్ ఆర్మ్ ఆర్థోడాక్స్,[' Dhangadi'],[[ధంగడీ]],,,,,,,,,,,,,,,,,,[],,[],,[],['16th Best career bowling average (without qualification) (6.00)'],['ఉత్తమ కెరీర్ బౌలింగ్ సగటు (క్వాలిఫికేషన్ లేకుండా) సాధించిన ఆటగాళ్ల జాబితా లో 16 వ స్థానం (6.00).']
587171,Karuna Bhandari,కరుణ భండారి,,,,,,,"China Wmn vs Nepal Women at Bangkok - January 12, 2019","చిన విమ్ వర్సస్ నేపాల్ విమెన్, బాంగకొక్ లో - జనవరి 12, 2019",,,,,,,Nepal,నేపాల్,['Nepal Women'],నేపాల్ విమెన్,"['November 24', ' 1988']","['నవంబర్ 24', '1988'] ",,,,[],,,,,Karuna Bhandari,కరుణ భండారి,['Nepal Women'],నేపాల్ విమెన్,,,Right hand bat,రైట్ హ్యాండెడ్,Right arm offbreak,రైట్ ఆర్మ్ ఆఫ్‌బ్రెక్,,,,,"China Wmn vs Nepal Women at Bangkok - January 12, 2019","['2019', 'బ్యాంకాక్ - జనవరి 12 ', 'నేపాల్ విమెన్ ']",,,,,,,,,"Mdv Women vs Nepal Women at Pokhara - December 07, 2019","['2018', 'గబరోన్ (ఓవల్ 2) - ఆగష్టు 20 ', 'నమీబియా విమెన్ ']",,,"['1st Outstanding bowling analyses in an innings (1/0)', '1st Best economy rate in an innings (0.00)']","['ఒకే ఇన్నింగ్స్ లో అద్భుతమైన బౌలింగ్ విశ్లేషణ చేసిన ఆటగాళ్ల జాబితా లో 1 వ స్థానం (1/0).', 'ఒక ఇన్నింగ్స్ లో అత్యుత్తమ ఎకానమీ రేటు సాధించిన ఆటగాళ్ల జాబితా లో 1 వ స్థానం (0.00).']",,[],,[],"['1st Outstanding bowling analyses in an innings (1/0)', '1st Best economy rate in an innings (0.00)', '12th Best figures in a innings on debut (3)', '20th Most wickets taken caught and bowled (3)', '12th Most maidens in an innings (2)']","['ఒకే ఇన్నింగ్స్ లో అద్భుతమైన బౌలింగ్ విశ్లేషణ చేసిన ఆటగాళ్ల జాబితా లో 1 వ స్థానం (1/0).', 'అత్యధిక వికెట్లు కాట్ అండ్ బౌల్డ్ ద్వారా సాధించిన ఆటగాళ్ల జాబితా లో 20 వ స్థానం (3).', 'ఒక ఇన్నింగ్స్ లో అత్యధిక మెయిడెన్ లు వేసిన ఆటగాళ్ల జాబితా లో 12 వ స్థానం (2).', 'అరంగేట్రంలో ఒక ఇన్నింగ్స్ లో ఉత్తమ గణాంకాలు సాధించిన ఆటగాళ్ల జాబితా లో 12 వ స్థానం (3).', 'ఒక ఇన్నింగ్స్ లో అత్యుత్తమ ఎకానమీ రేటు సాధించిన ఆటగాళ్ల జాబితా లో 1 వ స్థానం (0.00).']"
1171417,Kabita Kunwar,కాబితా కున్వార్,,,,,,,"China Wmn vs Nepal Women at Bangkok - January 12, 2019","చిన విమ్ వర్సస్ నేపాల్ విమెన్, బాంగకొక్ లో - జనవరి 12, 2019",,,,,,,Nepal,నేపాల్,['Nepal Women'],నేపాల్ విమెన్,"['July 31', ' 2003']","['జూలై 31', '2003'] ",,,,[],,,,,Kabita Kunwar,కాబితా కున్వార్,['Nepal Women'],నేపాల్ విమెన్,,,Right hand bat,రైట్ హ్యాండెడ్,Right arm medium,రైట్ ఆర్మ్ మీడియం,,,,,"China Wmn vs Nepal Women at Bangkok - January 12, 2019","['2019', 'బ్యాంకాక్ - జనవరి 12 ', 'నేపాల్ విమెన్ ']",,,,,,,,,"Mdv Women vs Nepal Women at Pokhara - December 07, 2019","['2019', 'పోఖర - డిసెంబర్ 07 ', 'నేపాల్ విమెన్ ']",,,,[],,[],,[],,[]
800675,Karan KC,కరణ్ కే.సీ,,,"Uganda vs Nepal at Windhoek - January 17, 2015","ఉగండ వర్సస్ నేపాల్, విందోక్ లో - జనవరి 17, 2015","Netherlands vs Nepal at Amstelveen - June 30, 2015","నెథర్లాండ్స్ వర్సస్ నేపాల్, ఆంస్టెల్వ్వ్ లో - జూన్ 30, 2015","Netherlands vs Nepal at Amstelveen - June 30, 2015","నెథర్లాండ్స్ వర్సస్ నేపాల్, ఆంస్టెల్వ్వ్ లో - జూన్ 30, 2015","Netherlands vs Nepal at Amstelveen - August 01, 2018","నెథర్లాండ్స్ వర్సస్ నేపాల్, ఆంస్టెల్వ్వ్ లో - ఆగస్టు 01, 2018",,,Allrounder,ఆల్ రౌండర్,Nepal,నేపాల్,['Nepal'],నేపాల్,"['October 10', ' 1991']","['అక్టోబర్ 10', '1991'] ",,,,[],,,,,Karan KC,కరణ్ క్స్,['Nepal'],నేపాల్,,,Right hand bat,రైట్ హ్యాండెడ్,Right arm fast,రైట్ ఆర్మ్ ఫాస్ట్,"[' Sigana V.D.C', ' Baglung']","[[సిగనా వ్యూ.డి.క్]], [[బాగ్లంగ్]]",,,"Netherlands vs Nepal at Amstelveen - June 30, 2015","['2015', 'ఆమ్స్టెల్వెన్- జూన్ 30 ', 'నేపాల్ ']","Netherlands vs Nepal at Amstelveen - August 01, 2018","['2018', 'ఆమ్స్టెల్వెన్- ఆగష్టు 01 ', 'నేపాల్ ']",,,,,"U.S.Avs Nepal at Kirtipur - February 12, 2020","['2020', 'కీర్పూర్ - ఫిబ్రవరి 12 ', 'నేపాల్ ']","Nepal vs Netherlands at Kirtipur - April 24, 2021","['2021', 'కీర్పూర్ - ఏప్రిల్ 24 ', 'నెదర్లాండ్స్ ']",,,"['2nd Most wickets in a calendar year (28)', '1st Most consecutive four-wickets-in-an-innings (2)', '1st Most maidens in an innings (2)']","['ఒక సంవత్సరంలో అత్యధిక వికెట్లు సాధించిన ఆటగాళ్ల జాబితా లో 2 వ స్థానం (28).', 'ఒక ఇన్నింగ్స్ లో అత్యధిక మెయిడెన్ లు వేసిన ఆటగాళ్ల జాబితా లో 1 వ స్థానం (2).', 'వరుస ఇన్నింగ్స్ లలో నాలుగు వికెట్లు సాధించిన ఆటగాళ్ల జాబితా లో 1 వ స్థానం (2).']",,[],['13th Most consecutive four-wickets-in-an-innings (2)'],['వరుస ఇన్నింగ్స్ లలో నాలుగు వికెట్లు సాధించిన ఆటగాళ్ల జాబితా లో 13 వ స్థానం (2).'],"['11th Most runs in an innings (by batting position) (40*)', '12th Highest strike rate in an innings (346.15)', '42nd Most sixes in an innings (7)', '2nd Most wickets in a calendar year (28)', '43rd Most wickets on a single ground (11)', '16th Best career bowling average (18.63)', '11th Best career strike rate (15.1)', '16th Most four-wickets-in-an-innings in a career (2)', '1st Most consecutive four-wickets-in-an-innings (2)', '17th Bowler/batters combinations (3)', '29th Most wickets taken caught (35)', '27th Most wickets taken caught by a fielder (30)', '48th Most wickets taken caught by a wicketkeeper (5)', '49th Most consecutive matches for a team (29*)', '28th Most player-of-the-match awards (5)', '1st Most maidens in an innings (2)']","['ఉత్తమ కెరీర్ స్ట్రైక్ రేట్ సాధించిన ఆటగాళ్ల జాబితా లో 11 వ స్థానం (15.1).', 'ఒక జట్టుకు అత్యధిక వరుస మ్యాచ్ లు ఆడిన ఆటగాళ్ల జాబితా లో 49 వ స్థానం (29*).', 'ఉత్తమ కెరీర్ బౌలింగ్ సగటు ఉన్న ఆటగాళ్ల జాబితా లో 16 వ స్థానం (18.63).', 'ఒకేే మైదానంలో అత్యధిక వికెట్లు సాధించిన ఆటగాళ్ల జాబితా లో 43 వ స్థానం (11).', 'అత్యధిక ప్లేయర్-ఆఫ్-ది-మ్యాచ్ అవార్డులు సాధించిన ఆటగాళ్ల జాబితా లో 28 వ స్థానం (5).', 'వరుస ఇన్నింగ్స్ లలో నాలుగు వికెట్లు సాధించిన ఆటగాళ్ల జాబితా లో 1 వ స్థానం (2).', 'కెరీర్ లో ఒక ఇన్నింగ్స్ లో నాలుగు వికెట్లు అత్యధిక సార్లు సాధించిన ఆటగాళ్ల జాబితా లో 16 వ స్థానం (2).', 'ఒక ఇన్నింగ్స్ లో అత్యధిక మెయిడెన్ లు వేసిన ఆటగాళ్ల జాబితా లో 1 వ స్థానం (2).', 'అత్యధిక వికెట్లు క్యాచ్లగా సాధించిన ఆటగాళ్ల జాబితా లో 29 వ స్థానం (35).', 'ఒక ఇన్నింగ్స్ లో అత్యధిక పరుగులు (బ్యాటింగ్ స్థానం ద్వారా) సాధించిన ఆటగాళ్ల జాబితా లో 11 వ స్థానం (40*).', 'ఒక సంవత్సరంలో అత్యధిక వికెట్లు సాధించిన ఆటగాళ్ల జాబితా లో 2 వ స్థానం (28).', 'బ్యాట్సమన్-బౌలర్ కామ్బినషన్ల జాబితా లో 17 వ స్థానం (3).', 'ఫీల్డర్ క్యాచ్ పట్టడం ద్వారా అత్యధిక వికెట్లు సాధించిన ఆటగాళ్ల జాబితా లో 27 వ స్థానం (30).', 'ఒక ఇన్నింగ్స్ లో అత్యధిక స్ట్రైక్ రేట్ సాధించిన ఆటగాళ్ల జాబితా లో 12 వ స్థానం (346.15).', 'అత్యధిక వికెట్లు వికెట్ కీపర్ క్యాచ్ ల ద్వారా సాధించిన ఆటగాళ్ల జాబితా లో 48 వ స్థానం (5).', 'ఒక ఇన్నింగ్స్ లో అత్యధిక సిక్సర్లు సాధించిన ఆటగాళ్ల జాబితా లో 42 వ స్థానం (7).']"
446807,Subash Khakurel,సుభాష్ ఖక్వరేల,,,"Uganda vs Nepal at Windhoek - January 17, 2015","ఉగండ వర్సస్ నేపాల్, విందోక్ లో - జనవరి 17, 2015","Denmark vs Nepal at ICCA 2 Dubai - November 15, 2013","డెన్మార్క్ వర్సస్ నేపాల్, ఐ.సీ.సీ.ఏ 2 దుబాయ్ లో - నవంబర్ 15, 2013","Nepal vs Hong Kong at Chattogram - March 16, 2014","నేపాల్ వర్సస్ హాంగ్ కాంగ్, చటోగ్రం లో - మార్చి 16, 2014","Nepal vs Netherlands at Amstelveen - August 03, 2018","నేపాల్ వర్సస్ నెథర్లాండ్స్, ఆంస్టెల్వ్వ్ లో - ఆగస్టు 03, 2018",,,Wicketkeeper batter,వికెట్ కీపర్ బ్యాట్స్‌మన్‌,Nepal,నేపాల్,"['Nepal', 'Nepal Under-21s']","నేపాల్, నేపాల్ అండర్ -21","['April 07', ' 1993']","['ఏప్రిల్ 07', '1993'] ",,,,[],,,,,Subash Prasad Khakurel,సుభాష్ ప్రసాద్ ఖక్వరేల,"['Nepal', 'Nepal Under-21s']","నేపాల్, నేపాల్ అండర్ -21",,,Right hand bat,రైట్ హ్యాండెడ్,,,,,,,"Nepal vs Hong Kong at Chattogram - March 16, 2014","['2014', 'టోగ్రామ్ - మార్చి 16 ', 'హాంగ్ కొంగ్ ']","Nepal vs Netherlands at Amstelveen - August 03, 2018","['2018', 'ఆమ్స్టెల్వెన్- ఆగష్టు 03 ', 'నెదర్లాండ్స్ ']",,,,,"U.S.Avs Nepal at Kirtipur - February 12, 2020","['2020', 'కీర్పూర్ - ఫిబ్రవరి 12 ', 'నేపాల్ ']","Nepal vs Hong Kong at Belfast - July 15, 2015","['2015', 'బెల్ఫాస్ట్ - జూలై 15 ', 'హాంగ్ కొంగ్ ']",Men's T20 World Cup,టీ20 ప్రపంచ కప్,['6th Most byes conceded in an innings (9)'],['ఒక ఇన్నింగ్స్ లో అత్యధిక అదనపు పరుగులు(బైస్) సమర్పించిన ఆటగాళ్ల జాబితా లో 6 వ స్థానం (9).'],,[],,[],['6th Most byes conceded in an innings (9)'],['ఒక ఇన్నింగ్స్ లో అత్యధిక అదనపు పరుగులు(బైస్) సమర్పించిన ఆటగాళ్ల జాబితా లో 6 వ స్థానం (9).']
25967,Paras Khadka,పరాస్ ఖడక,"Malaysia vs Nepal at Kirtipur - April 23 - 25, 2004","మలేసియా వర్సస్ నేపాల్, కిర్టిపూర్ లో - ఏప్రిల్ 23 - 25, 2004","U.A.E. vs Nepal at Rangiora - January 13, 2014","ఉ.అ.ఏ. వర్సస్ నేపాల్, రంజియోరా లో - జనవరి 13, 2014","Nepal vs Hong Kong at ICCA 2 Dubai - March 13, 2012","నేపాల్ వర్సస్ హాంగ్ కాంగ్, ఐ.సీ.సీ.ఏ 2 దుబాయ్ లో - మార్చి 13, 2012","Nepal vs Hong Kong at Chattogram - March 16, 2014","నేపాల్ వర్సస్ హాంగ్ కాంగ్, చటోగ్రం లో - మార్చి 16, 2014","Netherlands vs Nepal at Amstelveen - August 01, 2018","నెథర్లాండ్స్ వర్సస్ నేపాల్, ఆంస్టెల్వ్వ్ లో - ఆగస్టు 01, 2018",,,Allrounder,ఆల్ రౌండర్,Nepal,నేపాల్,"['Nepal', 'Nepal Under-19s']","నేపాల్, నేపాల్ అండర్ -19","['October 24', ' 1987']","['అక్టోబర్ 24', '1987'] ",,,,[],,,,,Paras Khadka,పరాస్ ఖడక,"['Nepal', 'Nepal Under-19s']","నేపాల్, నేపాల్ అండర్ -19",,,Right hand bat,రైట్ హ్యాండెడ్,"Right arm medium fast, Right arm offbreak","రైట్ ఆర్మ్ మీడియం ఫాస్ట్, రైట్ ఆర్మ్ ఆఫ్‌బ్రెక్",[' Nepal'],[[నేపాల్]],,,"Nepal vs Hong Kong at Chattogram - March 16, 2014","['2014', 'టోగ్రామ్ - మార్చి 16 ', 'హాంగ్ కొంగ్ ']","Netherlands vs Nepal at Amstelveen - August 01, 2018","['2018', 'ఆమ్స్టెల్వెన్- ఆగష్టు 01 ', 'నేపాల్ ']",,,,,"U.S.Avs Nepal at Kirtipur - February 12, 2020","['2020', 'కీర్పూర్ - ఫిబ్రవరి 12 ', 'నేపాల్ ']","Thailand vs Nepal at Bangkok - March 04, 2020","['2020', 'బ్యాంకాక్ - మార్చి 04 ', 'నేపాల్ ']",Men's T20 World Cup,టీ20 ప్రపంచ కప్,"['9th Most runs in an innings by a captain (106*)', '6th Highest partnership for the second wicket (145*)']","['కెప్టెన్ గా ఒకే ఇన్నింగ్స్ లో అత్యధిక పరుగులు చేసిన ఆటగాళ్ల జాబితా లో 9 వ స్థానం (106*).', 'రెండో వికెట్ కు అత్యధిక భాగస్వామ్యం వహించిన ఆటగాళ్ల జాబితా లో 6 వ స్థానం (145*).']",,[],"['26th Best figures in a innings by a captain (4)', '15th Best figures in a innings on debut (4)']","['కెప్టెన్ గా ఒక ఇన్నింగ్స్ లో ఉత్తమ గణాంకాలు సాధించిన ఆటగాళ్ల జాబితా లో 26 వ స్థానం (4).', 'అరంగేట్రంలో ఒక ఇన్నింగ్స్ లో ఉత్తమ గణాంకాలు సాధించిన ఆటగాళ్ల జాబితా లో 15 వ స్థానం (4).']","['32nd Most runs in an innings (106*)', '12th Most runs in a calendar year (541)', '24th Most runs in an innings (by batting position) (106*)', '9th Most runs in an innings by a captain (106*)', '17th Most sixes in an innings (9)', '31st Most fours in an innings (11)', '22nd Most runs from fours and sixes in an innings (82)', '15th Most catches in an innings (3)', '21st Highest partnerships for any wicket (145*)', '6th Highest partnership for the second wicket (145*)', '43rd Highest partnership for the fourth wicket (85)', '22nd Most matches as captain (27)']","['ఏ వికెట్ కైనా అత్యధిక భాగస్వామ్యం వహించిన ఆటగాళ్ల జాబితా లో 21 వ స్థానం (145*).', 'నాలుగో వికెట్ కు అత్యధిక భాగస్వామ్యం వహించిన ఆటగాళ్ల జాబితా లో 43 వ స్థానం (85).', 'ఒకే ఇన్నింగ్స్ లో ఫోర్లు, సిక్సర్ల ద్వారా అత్యధిక పరుగులు సాధించిన ఆటగాళ్ల జాబితా లో 22 వ స్థానం (82).', 'రెండో వికెట్ కు అత్యధిక భాగస్వామ్యం వహించిన ఆటగాళ్ల జాబితా లో 6 వ స్థానం (145*).', 'ఒకే ఇన్నింగ్స్ లో అత్యధిక పరుగులు చేసిన ఆటగాళ్ల జాబితా లో 32 వ స్థానం (106*).', 'ఒక ఇన్నింగ్స్ లో అత్యధిక పరుగులు (బ్యాటింగ్ స్థానం ద్వారా) సాధించిన ఆటగాళ్ల జాబితా లో 24 వ స్థానం (106*).', 'ఒక ఇన్నింగ్స్ లో అత్యధిక ఫోర్లు కొట్టిన ఆటగాళ్ల జాబితా లో 31 వ స్థానం (11).', 'కెప్టెన్ గా అత్యధిక మ్యాచ్ లు ఆడిన ఆటగాళ్ల జాబితా లో 22 వ స్థానం (27).', 'ఒక ఇన్నింగ్స్ లో అత్యధిక సిక్సర్లు సాధించిన ఆటగాళ్ల జాబితా లో 17 వ స్థానం (9).', 'కెప్టెన్ గా ఒకే ఇన్నింగ్స్ లో అత్యధిక పరుగులు చేసిన ఆటగాళ్ల జాబితా లో 9 వ స్థానం (106*).', 'ఒక ఇన్నింగ్స్ లో అత్యధిక క్యాచ్లు సాధించిన ఆటగాళ్ల జాబితా లో 15 వ స్థానం (3).', 'ఒక సంవత్సరంలో అత్యధిక పరుగులు చేసిన ఆటగాళ్ల జాబితా లో 12 వ స్థానం (541).']"
498779,Sonu Khadka,సోను ఖడక,,,,,,,"UAE Women vs Nepal Women at Bangkok - January 14, 2019","యునైటెడ్ అరబ్ ఎమిరేట్స్ విమెన్ వర్సస్ నేపాల్ విమెన్, బాంగకొక్ లో - జనవరి 14, 2019",,,,,,,Nepal,నేపాల్,['Nepal Women'],నేపాల్ విమెన్,"['September 14', ' 1994']","['సెప్టెంబర్ 14', '1994'] ",,,,[],,,,,Sonu Khadka,సోను ఖడక,['Nepal Women'],నేపాల్ విమెన్,,,Right hand bat,రైట్ హ్యాండెడ్,Left arm fast medium,లెఫ్ట్ ఆర్మ్ ఫాస్ట్ మీడియం,[' Nepal'],[[నేపాల్]],,,"UAE Women vs Nepal Women at Bangkok - January 14, 2019","['2019', 'బ్యాంకాక్ - జనవరి 14 ', 'నేపాల్ విమెన్ ']",,,,,,,,,"Mdv Women vs Nepal Women at Pokhara - December 07, 2019","['2019', 'పోఖర - డిసెంబర్ 07 ', 'నేపాల్ విమెన్ ']",,,,[],,[],,[],,[]
1141934,Kushal Malla,కుషల్ మల్లా,,,"Nepal vs U.S.A. at Kirtipur - February 08, 2020","నేపాల్ వర్సస్ ఉ.స్.అ., కిర్టిపూర్ లో - ఫిబ్రవరి 08, 2020","Nepal vs Zimbabwe at Singapore - September 27, 2019","నేపాల్ వర్సస్ జింబాబ్వే, సింగపూర్ లో - సెప్టెంబర్ 27, 2019","Nepal vs Zimbabwe at Singapore - September 27, 2019","నేపాల్ వర్సస్ జింబాబ్వే, సింగపూర్ లో - సెప్టెంబర్ 27, 2019","Nepal vs U.S.A. at Kirtipur - February 08, 2020","నేపాల్ వర్సస్ ఉ.స్.అ., కిర్టిపూర్ లో - ఫిబ్రవరి 08, 2020",,,Batting allrounder,బ్యాటింగ్ ఆల్ రౌండర్,Nepal,నేపాల్,"['Nepal', 'Bhairahawa Gladiators', 'Nepal Under-19s', 'Rupandehi Challengers']","నేపాల్, భైరహవ గ్లాడియేటర్స్, నేపాల్ అండర్ -19, రూపాండేహి చల్లెంజర్స్","['March 05', ' 2004']","['మార్చి 05', '2004'] ",,,,[],,,,,Kushal Malla,కుషల్ మల్లా,"['Nepal', 'Bhairahawa Gladiators', 'Nepal Under-19s', 'Rupandehi Challengers']","నేపాల్, నేపాల్ అండర్ -19, భైరహవ గ్లాడియేటర్స్, రూపాండేహి చల్లెంజర్స్",,,Left hand bat,లెఫ్ట్ హ్యాండెడ్,Slow left arm orthodox,స్లో లెఫ్ట్ ఆర్మ్ ఆర్థోడాక్స్,,,,,"Nepal vs Zimbabwe at Singapore - September 27, 2019","['2019', 'సింగపూర్ - సెప్టెంబర్ 27 ', 'జింబాబ్వే ']","Nepal vs U.S.Aat Kirtipur - February 08, 2020","['2020', 'కీర్పూర్ - ఫిబ్రవరి 08 ', 'యునైటెడ్ స్టేట్స్ ఆఫ్ అమెరికా']",,,,,"U.S.Avs Nepal at Kirtipur - February 12, 2020","['2020', 'కీర్పూర్ - ఫిబ్రవరి 12 ', 'నేపాల్ ']","Nepal vs Netherlands at Kirtipur - April 24, 2021","['2021', 'కీర్పూర్ - ఏప్రిల్ 24 ', 'నెదర్లాండ్స్ ']",,,['6th Youngest players (15y 340d)'],['అతి పిన్న వయస్కుడైన ఆటగాళ్ళ జాబితా లో 6 వ స్థానం (15 సంవత్సరాల 340 రోజులు).'],,[],['6th Youngest players (15y 340d)'],['అతి పిన్న వయస్కుడైన ఆటగాళ్ళ జాబితా లో 6 వ స్థానం (15 సంవత్సరాల 340 రోజులు).'],"['36th Highest partnership for the sixth wicket (66)', '7th Youngest players (15y 206d)']","['ఆరో వికెట్ కు అత్యధిక భాగస్వామ్యం చేసిన ఆటగాళ్ల జాబితా లో 36 వ స్థానం (66).', 'అతి పిన్న వయస్కుడైన ఆటగాళ్ళ జాబితా లో 7 వ స్థానం (15 సంవత్సరాల 206 రోజులు).']"
