Cricinfo_id,Player_Name,Player_Name_Telugu,FC Matches_debut,FC Matches_debut_Telugu,List A Matches_debut,List A Matches_debut_Telugu,T20 Matches_debut,T20 Matches_debut_Telugu,T20I Matches_debut,T20I Matches_debut_Telugu,ODI Matches_debut,ODI Matches_debut_Telugu,Test Matches_debut,Test Matches_debut_Telugu,Playing Role,Playing Role_Telugu,Nationality,Nationality_Telugu,Teams,Teams_Telugu,Birth_Date,Telugu_Birth_Date,Education,Telugu_Education,Relations,Telugu_Relations,Death_Date,Telugu_Death_Date,Death_Place,Telugu_Death_Place,Full Name,Full_Name_Telugu,Teams_overview,teams_ov_telugu_y,Died,Died_telugu,Batting Style,Batting_Style_telugu,Bowling Style,Bowling_Style_telugu,Birth_Place,Birth_Place_Telugu,AWARDS,awards_telugu,T20I Matches_debut_infobox,T20I_info_Matches_debut_Telugu,ODI Matches_debut_infobox,ODI_info_Matches_debut_Telugu,Test Matches_debut_infobox,Test_info_Matches_debut_Telugu,Test Matches_last_appearance,Test_info_Matches_last_appearance_telugu,ODI Matches_last_appearance,ODI_info_Matches_last_appearance_telugu,T20I Matches_last_appearance,T20I_info_Matches_last_appearance_telugu,trophy_names,trophy_names_Telugu,Records,records_telugu,Test Records,test_records_telugu,ODI Records,odi_records_telugu,T20I Records,t20i_records_telugu
1125568,Kartik Kakade,కార్టిక్ కాకడే,"Mumbai vs Baroda at Mumbai - November 09 - 12, 2017","ముంబై వర్సస్ బారోడ, ముంబై లో - నవంబర్ 09 - 12, 2017","Goa vs Baroda at Kamrej - February 20, 2021","గోవా వర్సస్ బారోడ, కామ్రేజ్ లో - ఫిబ్రవరి 20, 2021","Baroda vs U. Pradesh at Delhi - March 02, 2019","బారోడ వర్సస్ ఉ. ప్రదేశ్, ఢిల్లీ లో - మార్చి 02, 2019",,,,,,,,,India,భారతదేశం,"['Baroda', 'Baroda Under-16s', 'Baroda Under-19s', 'Baroda Under-22s']","బారోడ, బారోడ అండర్ -16, బారోడ అండర్ -19, బారోడ అండర్ -22","['July 25', ' 1995']","['జూలై 25', '1995'] ",,,,[],,,,,Kartik Rajendrakumar Kakade,కార్టిక్ రాజేంద్రకుమకుమ్మర్ కాకడే,"['Baroda', 'Baroda Under-16s', 'Baroda Under-19s', 'Baroda Under-22s']","బారోడ, బారోడ అండర్ -16, బారోడ అండర్ -19, బారోడ అండర్ -22",,,Right hand bat,రైట్ హ్యాండెడ్,Right arm offbreak,రైట్ ఆర్మ్ ఆఫ్‌బ్రెక్,"[' Baroda (now Vadodara)', ' Gujarat']","[[బరోడా (ఇప్పుడు వడోదర)]], [[గుజరాత్]]",,,,,,,,,,,,,,,,,,[],,[],,[],,[]
30117,Gogumal Kishenchand,గోగుమల్ కిశేంచండ్,,,,,,,,,,,"Australia vs India at Brisbane - November 28 - December 04, 1947","ఆస్ట్రేలియా వర్సస్ ఇండియా, బ్రిస్బనే లో - నవంబర్ 28 - డిసెంబర్ 04, 1947",,,India,భారతదేశం,"['India', 'Baroda', 'Gujarat', 'Sind', 'Western India']","ఇండియా, బారోడ, గుజరాత్, సిండ్, వెస్టర్న్ ఇండియా","['April 14', ' 1925']","['ఏప్రిల్ 14', '1925'] ",,,,[],"['April 16', ' 1997']","['ఏప్రిల్ 16', '1997'] ","[' Baroda', ' Gujarat', ' (aged 72y 2d)']","['బరోడా', 'గుజరాత్', '(72సంవత్సరాల 2రోజులు)'] ",Gogumal Kishenchand Harisinghani,గోగుమల్ కిశేంచండ్ హరిసింఘని,"['India', 'Baroda', 'Gujarat', 'Sind', 'Western India']","ఇండియా, వెస్టర్న్ ఇండియా, బారోడ, గుజరాత్, సిండ్","April 16, 1997, Baroda, Gujarat, (aged 72y 2d)","ఏప్రిల్ 16, 1997, బారోడ, గుజరాత్(వయస్సు : 72 సంవత్సరాల 2 రోజులు)",Right hand bat,రైట్ హ్యాండెడ్,Legbreak,లెగ్‌బ్రేక్,"[' Karachi', ' Sind']","[[కరాచీ]], [[సింధ్]]",,,,,,,"Australia vs India at Brisbane - November 28 - December 04, 1947","['1947', 'బ్రిస్బేన్ - నవంబర్ 28 - డిసెంబర్ 04', 'భారతదేశం']","India vs Pakistan at Lucknow - October 23 - 26, 1952","['1952', 'లక్నో - అక్టోబర్ 23 - 26', 'పాకిస్తాన్']",,,,,,,,[],['11th Most ducks in a series (4)'],['ఒకే సిరీస్\u200cలో అత్యధిక సార్లు డక్ అవుట్ అయిన ఆటగాళ్ల జాబితా లో 11 వ స్థానం (4).'],,[],,[]
777739,Rohan Kadam,రోహన్ కడం,"Mumbai vs Karnataka at Mumbai - January 03 - 05, 2020","ముంబై వర్సస్ కర్ణాటక, ముంబై లో - జనవరి 03 - 05, 2020","Chhattisgarh vs Karnataka at Kolkata - March 06, 2017","చట్టిస్జర్ వర్సస్ కర్ణాటక, కోల్కట లో - మార్చి 06, 2017","Karnataka vs Assam at Cuttack - February 21, 2019","కర్ణాటక వర్సస్ అస్సాం, క్యుట్టాక్ లో - ఫిబ్రవరి 21, 2019",,,,,,,,,India,భారతదేశం,['Belagavi Panthers'],బెలగవి పాంథర్స్,"['July 05', ' 1994']","['జూలై 05', '1994'] ",,,,[],,,,,Rohan Pramod Kadam,రోహన్ ప్రామోద్ కడం,['Belagavi Panthers'],బెలగవి పాంథర్స్,,,Left hand bat,లెఫ్ట్ హ్యాండెడ్,Legbreak googly,లెగ్‌బ్రేక్ గూగ్లీ,"[' Dharwad', ' Karnataka']","[[ధార్వాడ్]], [[కర్నాటక]]",,,,,,,,,,,,,,,,,,[],,[],,[],,[]
707029,Shamshuzama Kazi,శంశుజామ కాజీ,,,"Maharashtra vs Baroda at Ahmedabad - November 11, 2014","మహారాష్ట్ర వర్సస్ బారోడ, అహ్మదాబాద్ లో - నవంబర్ 11, 2014","Mumbai vs Maharashtra at Pune - March 27, 2015","ముంబై వర్సస్ మహారాష్ట్ర, పూణే లో - మార్చి 27, 2015",,,,,,,,,India,భారతదేశం,"['Maharashtra', 'Maharashtra Under-19s']","మహారాష్ట్ర, మహారాష్ట్ర అండర్ -19","['November 10', ' 1994']","['నవంబర్ 10', '1994'] ",,,,[],,,,,Shamshuzama Mujtaba Kazi,శంశుజామ ముజ్తాబా కాజీ,"['Maharashtra', 'Maharashtra Under-19s']","మహారాష్ట్ర, మహారాష్ట్ర అండర్ -19",,,Right hand bat,రైట్ హ్యాండెడ్,Right arm offbreak,రైట్ ఆర్మ్ ఆఫ్‌బ్రెక్,"[' Nanded', ' Maharashtra']","[[నాందేడ్]], [[మహారాష్ట్ర]]",,,,,,,,,,,,,,,,,,[],,[],,[],,[]
30125,Sitanshu Kotak,సితాన్షు కోటక్,"Saurashtra vs Rajasthan at Rajkot - October 27 - 30, 2013","సౌరష్ట్ర వర్సస్ రాజస్థన్, రాజకోట్ లో - అక్టోబర్ 27 - 30, 2013","Saurashtra vs Gujarat at Mumbai - February 28, 2012","సౌరష్ట్ర వర్సస్ గుజరాత్, ముంబై లో - ఫిబ్రవరి 28, 2012","Maharashtra vs Saurashtra at Mumbai (BS) - April 04, 2007","మహారాష్ట్ర వర్సస్ సౌరష్ట్ర, ముంబై (బస్) లో - ఏప్రిల్ 04, 2007",,,,,,,,,India,భారతదేశం,"['Saurashtra', 'Warwickshire Cricket Board']","సౌరష్ట్ర, వార్విక్షిక్షిర్ క్రికెట్ బోర్డ్","['October 19', ' 1972']","['అక్టోబర్ 19', '1972'] ",,,,[],,,,,Sitanshu Hargovindbhai Kotak,సితాన్షు హర్గోవింద్భై కోటక్,"['Saurashtra', 'Warwickshire Cricket Board']","సౌరష్ట్ర, వార్విక్షిక్షిర్ క్రికెట్ బోర్డ్",,,Left hand bat,లెఫ్ట్ హ్యాండెడ్,,,"[' Rajkot', ' Gujarat']","[[రాజ్కోట్]], [[గుజరాత్]]",,,,,,,,,,,,,,,,,,[],,[],,[],,[]
30220,Musavir Khote,ముసావీర్ ఖోట్,"J + K vs Railways at Delhi - November 03 - 05, 2007","జే + కే వర్సస్ రైల్వేస్, ఢిల్లీ లో - నవంబర్ 03 - 05, 2007","Mumbai vs Baroda at Vadodara - February 10, 2006","ముంబై వర్సస్ బారోడ, వాడోదర లో - ఫిబ్రవరి 10, 2006","Baroda vs Mumbai at Mumbai - April 03, 2007","బారోడ వర్సస్ ముంబై, ముంబై లో - ఏప్రిల్ 03, 2007",,,,,,,,,India,భారతదేశం,"['Mumbai', 'Mumbai Indians', 'Railways']","ముంబై, ముంబై ఇండియన్స్, రైల్వేస్","['April 22', ' 1980']","['ఏప్రిల్ 22', '1980'] ",,,,[],,,,,Musavir Asmat Khote,ముసావీర్ అస్మత్ ఖోట్,"['Mumbai', 'Mumbai Indians', 'Railways']","ముంబై ఇండియన్స్, ముంబై, రైల్వేస్",,,Right hand bat,రైట్ హ్యాండెడ్,Right arm medium,రైట్ ఆర్మ్ మీడియం,"[' Sopra', ' Thana', ' Maharashtra']","[[సోప్రా]], [[థానా]], [[మహారాష్ట్ర]]",,,,,,,,,,,,,,,,,,[],,[],,[],,[]
826497,Snehal Kauthankar,స్నేహాల్ కౌతంకర్,"Andhra vs Goa at Ongole - February 06 - 08, 2015","ఆంధ్ర వర్సస్ గోవా, ఓంగోల్ లో - ఫిబ్రవరి 06 - 08, 2015","Gujarat vs Goa at Chennai - February 26, 2017","గుజరాత్ వర్సస్ గోవా, చెన్నై లో - ఫిబ్రవరి 26, 2017","Goa vs M. Pradesh at Vadodara - January 03, 2016","గోవా వర్సస్ మీ. ప్రదేశ్, వాడోదర లో - జనవరి 03, 2016",,,,,,,,,India,భారతదేశం,"['Goa', 'Goa Under-14s', 'Goa Under-16s', 'Goa Under-19s', 'Goa Under-22s']","గోవా, గోవా అండర్ -14, గోవా అండర్ -16, గోవా అండర్ -19, గోవా అండర్ -22","['October 19', ' 1995']","['అక్టోబర్ 19', '1995'] ",,,,[],,,,,Snehal Suhas Kauthankar,స్నేహాల్ సూహాస్ కౌతంకర్,"['Goa', 'Goa Under-14s', 'Goa Under-16s', 'Goa Under-19s', 'Goa Under-22s']","గోవా, గోవా అండర్ -14, గోవా అండర్ -16, గోవా అండర్ -19, గోవా అండర్ -22",,,Right hand bat,రైట్ హ్యాండెడ్,Right arm offbreak,రైట్ ఆర్మ్ ఆఫ్‌బ్రెక్,,,,,,,,,,,,,,,,,,,,[],,[],,[],,[]
30732,Praveen Kumar,ప్రవీణ్ కుమార్,"Haryana vs U. Pradesh at Kanpur - November 23 - 26, 2005","హర్యాణ వర్సస్ ఉ. ప్రదేశ్, కన్పూర్ లో - నవంబర్ 23 - 26, 2005","U. Pradesh vs M. Pradesh at Indore - January 09, 2005","ఉ. ప్రదేశ్ వర్సస్ మీ. ప్రదేశ్, ఇండోర్ లో - జనవరి 09, 2005","U. Pradesh vs Railways at Jaipur - April 03, 2007","ఉ. ప్రదేశ్ వర్సస్ రైల్వేస్, జైపూర్ లో - ఏప్రిల్ 03, 2007","India vs Australia at Melbourne - February 01, 2008","ఇండియా వర్సస్ ఆస్ట్రేలియా, మెల్బోర్న్ లో - ఫిబ్రవరి 01, 2008","Pakistan vs India at Jaipur - November 18, 2007","పాకిస్తాన్ వర్సస్ ఇండియా, జైపూర్ లో - నవంబర్ 18, 2007","India vs West Indies at Kingston - June 20 - 23, 2011","ఇండియా వర్సస్ వెస్ట్ ఇండీస్, కింగ్స్టన్ లో - జూన్ 20 - 23, 2011",Bowler,బౌలర్,India,భారతదేశం,"['India', 'Air India', 'Gujarat Lions', 'India Red', 'Kings XI Punjab', 'Mumbai T20', 'Royal Challengers Bangalore', 'Sunrisers Hyderabad', 'Uttar Pradesh']","ఇండియా, ఏర్ ఇండియా, గుజరాత్ లియన్స్, ఇండియా రెడ్, కింగ్స్ క్సీ పంజాబ్, ముంబై టి20, రోయాల్ చల్లెంజర్స్ బెంగళూరు, సున్రిసర్స్ హైదరాబాద్, ఉత్తర్ ప్రదేశ్","['October 02', ' 1986']","['అక్టోబర్ 02', '1986'] ",,,,[],,,,,Praveenkumar Sakat Singh,ప్రవేంకుమార్ శకత్ సింగ్,"['India', 'Air India', 'Gujarat Lions', 'India Red', 'Kings XI Punjab', 'Mumbai T20', 'Royal Challengers Bangalore', 'Sunrisers Hyderabad', 'Uttar Pradesh']","ఇండియా, ఏర్ ఇండియా, ఇండియా రెడ్, గుజరాత్ లియన్స్, కింగ్స్ క్సీ పంజాబ్, ముంబై టి20",,,Right hand bat,రైట్ హ్యాండెడ్,Right arm medium,రైట్ ఆర్మ్ మీడియం,"[' Meerut', ' Uttar Pradesh']","[[మీరట్]], [[ఉత్తరప్రదేశ్]]",,,"India vs Australia at Melbourne - February 01, 2008","['2008', 'మెల్బోర్న్ - ఫిబ్రవరి 01', 'ఆస్ట్రేలియా']","Pakistan vs India at Jaipur - November 18, 2007","['2007', 'జైపూర్ - నవంబర్ 18', 'భారతదేశం']","India vs West Indies at Kingston - June 20 - 23, 2011","['2011', 'కింగ్స్టన్ - జూన్ 20 - 23', 'వెస్ట్ ఇండీస్']","India vs England at Birmingham - August 10 - 13, 2011","['2011', 'బర్మింగ్హామ్ - ఆగస్టు 10 - 13', 'ఇంగ్లాండ్']","Pakistan vs India at Dhaka - March 18, 2012","['2012', 'ఢాకా - మార్చి 18', 'భారతదేశం']","South Africa vs India at Johannesburg - March 30, 2012","['2012', 'జోహాన్స్బర్గ్ - మార్చి 30 ', 'భారతదేశం ']","Asia Cup, ICC Champions Trophy, Men's T20 World Cup","ఆసియా కప్, ఐసిసి ఛాంపియన్స్ ట్రోఫీ, టీ20 ప్రపంచ కప్",,[],['13th Highest strike rate in an innings (222.22)'],['ఒక ఇన్నింగ్స్ లో అత్యధిక స్ట్రైక్ రేట్ సాధించిన ఆటగాళ్ల జాబితా లో 13 వ స్థానం (222.22).'],['13th Most consecutive four-wickets-in-an-innings (2)'],['వరుస ఇన్నింగ్స్ లలో నాలుగు వికెట్లు సాధించిన ఆటగాళ్ల జాబితా లో 13 వ స్థానం (2).'],,[]
30009,Vinod Kambli,వినోడ్ కంబ్లీ,"M. Pradesh vs Mumbai at Mumbai - November 16 - 19, 2004","మీ. ప్రదేశ్ వర్సస్ ముంబై, ముంబై లో - నవంబర్ 16 - 19, 2004","Mumbai vs Bengal at Kolkata - February 09, 2004","ముంబై వర్సస్ బెంగళ్, కోల్కట లో - ఫిబ్రవరి 09, 2004",,,,,"India vs Pakistan at Sharjah - October 18, 1991","ఇండియా వర్సస్ పాకిస్తాన్, శర్జాహ్ లో - అక్టోబర్ 18, 1991","India vs England at Kolkata - January 29 - February 02, 1993","ఇండియా వర్సస్ ఇంగ్లాండ్, కోల్కట లో - జనవరి 29 - ఫిబ్రవరి 02, 1993",Middle order batter,మిడిల్ ఆర్డర్ బ్యాట్స్‌మన్,India,భారతదేశం,"['India', 'Boland', 'Mumbai']","ఇండియా, బోలాండ్, ముంబై","['January 18', ' 1972']","['జనవరి 18', '1972'] ",,,,[],,,,,Vinod Ganpat Kambli,వినోడ్ గంపాట్ కంబ్లీ,"['India', 'Boland', 'Mumbai']","ఇండియా, బోలాండ్, ముంబై",,,Left hand bat,లెఫ్ట్ హ్యాండెడ్,Right arm offbreak,రైట్ ఆర్మ్ ఆఫ్‌బ్రెక్,"[' Bombay (now Mumbai)', ' Maharashtra']","[[బాంబే (ఇప్పుడు ముంబై)]], [[మహారాష్ట్ర]]",,,,,"India vs Pakistan at Sharjah - October 18, 1991","['1991', 'షార్జా - అక్టోబర్ 18', 'పాకిస్తాన్']","India vs England at Kolkata - January 29 - February 02, 1993","['1993', 'కోల్కతా- జనవరి 29 - ఫిబ్రవరి 02', 'ఇంగ్లాండ్']","India vs New Zealand at Cuttack - November 08 - 12, 1995","['1995', 'కటక్ - నవంబర్ 08 - 12', 'న్యూజిలాండ్']","Sri Lanka vs India at Sharjah - October 29, 2000","['2000', 'షార్జా - అక్టోబర్ 29', 'భారతదేశం']",,,"World Cup, Asia Cup, ICC Champions Trophy","[[ప్రపంచ కప్]], ఆసియా కప్, ఐసిసి ఛాంపియన్స్ ట్రోఫీ","['3rd Youngest player to score a double hundred (21y 32d)', '4th Fastest to 1000 runs (14)', '7th Most innings before first duck (59)']","['డబుల్ సెంచరీ సాధించిన అతి పిన్న వయస్కుడైన ఆటగాళ్ల జాబితా లో 3 వ స్థానం (21 సంవత్సరాల 32 రోజులు).', 'వేగంగా 1000 పరుగులు సాధించిన ఆటగాళ్ల జాబితా లో 4 వ స్థానం (14).', 'డక్ అవుట్ అవ్వకుండ అత్యధిక ఇన్నింగ్స్ ఆడిన ఆటగాళ్ల జాబితా లో 7 వ స్థానం (59).']","['20th Highest career batting average (54.20)', '5th Hundreds in consecutive innings (3)', '14th Highest maiden hundred (224)', '3rd Youngest player to score a double hundred (21y 32d)', '4th Fastest to 1000 runs (14)']","['అత్యధిక కెరీర్ బ్యాటింగ్ సగటు సాధించిన ఆటగాళ్ల జాబితా లో 20 వ స్థానం (54.20).', 'అత్యధిక మెయిడెన్ శతకం చేసిన ఆటగాళ్ల జాబితా లో 14 వ స్థానం (224).', 'డబుల్ సెంచరీ సాధించిన అతి పిన్న వయస్కుడైన ఆటగాళ్ల జాబితా లో 3 వ స్థానం (21 సంవత్సరాల 32 రోజులు).', 'వేగంగా 1000 పరుగులు సాధించిన ఆటగాళ్ల జాబితా లో 4 వ స్థానం (14).', 'వరుస ఇన్నింగ్స్ లో శతకం చేసిన ఆటగాళ్ల జాబితా లో 5 వ స్థానం (3).']","['28th Youngest player to score a hundred (21y 0d)', '13th Most innings before first duck (46)', '13th Best career bowling average (without qualification) (7.00)', '48th Highest partnership for the fourth wicket (164*)']","['ఉత్తమ కెరీర్ బౌలింగ్ సగటు (క్వాలిఫికేషన్ లేకుండా) సాధించిన ఆటగాళ్ల జాబితా లో 13 వ స్థానం (7.00).', 'నాలుగో వికెట్ కు అత్యధిక భాగస్వామ్యం వహించిన ఆటగాళ్ల జాబితా లో 48 వ స్థానం (164*).', 'శతకం చేసిన అతి పిన్న వయస్కుడైన ఆటగాళ్ల జాబితా లో 28 వ స్థానం (21 సంవత్సరాలు).', 'డక్ అవుట్ అవ్వకుండ అత్యధిక ఇన్నింగ్స్ ఆడిన ఆటగాళ్ల జాబితా లో 13 వ స్థానం (46).']",,[]
681467,Rahul Kanojia,రహుల్ కనోజియా,"M. Pradesh vs Services at Delhi - November 21 - 24, 2013","మీ. ప్రదేశ్ వర్సస్ సర్వీసెస్, ఢిల్లీ లో - నవంబర్ 21 - 24, 2013","Services vs Rajasthan at Secunderabad - December 10, 2015","సర్వీసెస్ వర్సస్ రాజస్థన్, సెకండరాబాద్ లో - డిసెంబర్ 10, 2015","Services vs H. Pradesh at Delhi - March 24, 2015","సర్వీసెస్ వర్సస్ హ్. ప్రదేశ్, ఢిల్లీ లో - మార్చి 24, 2015",,,,,,,,,India,భారతదేశం,"['Punjab Under-16s', 'Services']","పంజాబ్ అండర్ -16, సర్వీసెస్","['December 26', ' 1994']","['డిసెంబర్ 26', '1994'] ",,,,[],,,,,Rahul Rajkumar Kanojia,రహుల్ రాజకుమార్ కనోజియా,"['Punjab Under-16s', 'Services']","పంజాబ్ అండర్ -16, సర్వీసెస్",,,Right hand bat,రైట్ హ్యాండెడ్,Slow left arm orthodox,స్లో లెఫ్ట్ ఆర్మ్ ఆర్థోడాక్స్,"[' Amritsar', ' Punjab']","[[అమృత్సర్]], [[పంజాబ్]]",,,,,,,,,,,,,,,,,,[],,[],,[],,[]
