Cricinfo_id,Player_Name,Player_Name_Telugu,FC Matches_debut,FC Matches_debut_Telugu,List A Matches_debut,List A Matches_debut_Telugu,T20 Matches_debut,T20 Matches_debut_Telugu,T20I Matches_debut,T20I Matches_debut_Telugu,ODI Matches_debut,ODI Matches_debut_Telugu,Test Matches_debut,Test Matches_debut_Telugu,Playing Role,Playing Role_Telugu,Nationality,Nationality_Telugu,Teams,Teams_Telugu,Birth_Date,Telugu_Birth_Date,Education,Telugu_Education,Relations,Telugu_Relations,Death_Date,Telugu_Death_Date,Death_Place,Telugu_Death_Place,Full Name,Full_Name_Telugu,Teams_overview,teams_ov_telugu_y,Died,Died_telugu,Batting Style,Batting_Style_telugu,Bowling Style,Bowling_Style_telugu,Birth_Place,Birth_Place_Telugu,AWARDS,awards_telugu,T20I Matches_debut_infobox,T20I_info_Matches_debut_Telugu,ODI Matches_debut_infobox,ODI_info_Matches_debut_Telugu,Test Matches_debut_infobox,Test_info_Matches_debut_Telugu,Test Matches_last_appearance,Test_info_Matches_last_appearance_telugu,ODI Matches_last_appearance,ODI_info_Matches_last_appearance_telugu,T20I Matches_last_appearance,T20I_info_Matches_last_appearance_telugu,trophy_names,trophy_names_Telugu,Records,records_telugu,Test Records,test_records_telugu,ODI Records,odi_records_telugu,T20I Records,t20i_records_telugu
17149,Nadeem Malik,నదీం మాలిక్,"Leics vs Derbyshire at Leicester - June 05 - 08, 2012","లైక్స్ వర్సస్ డెర్బిషిషిర్, లైస్టర్ లో - జూన్ 05 - 08, 2012","Australians vs Leics at Leicester - June 21, 2012","ఆస్ట్రేలియన్స్ వర్సస్ లైక్స్, లైస్టర్ లో - జూన్ 21, 2012","Worcs vs Gloucs at Worcester - July 02, 2004","వర్క్స్ వర్సస్ గ్లాక్స్, వర్సెస్టర్ లో - జూలై 02, 2004",,,,,,,,,England,ఇంగ్లాండ్,"['Leicestershire', 'Leicestershire 2nd XI', 'Nottinghamshire', 'Nottinghamshire Cricket Board', 'Worcestershire']","లైచేస్టర్షిర్, లీసెస్టర్షైర్ 2న్ద్ క్సీ, నొట్టింగ్జాంషిర్, నొట్టింగ్జాంషిర్ క్రికెట్ బోర్డ్, వొర్సెస్టర్సిటిర్","['October 06', ' 1982']","['అక్టోబర్ 06', '1982'] ",Bilborough College,బిల్బోరో కళాశాల,,[],,,,,Muhammad Nadeem Malik,ముహమ్మద్ నదీం మాలిక్,"['Leicestershire', 'Leicestershire 2nd XI', 'Nottinghamshire', 'Nottinghamshire Cricket Board', 'Worcestershire']","లైచేస్టర్షిర్, లీసెస్టర్షైర్ 2న్ద్ క్సీ, నొట్టింగ్జాంషిర్, నొట్టింగ్జాంషిర్ క్రికెట్ బోర్డ్, వొర్సెస్టర్సిటిర్",,,Right hand bat,రైట్ హ్యాండెడ్,Right arm medium fast,రైట్ ఆర్మ్ మీడియం ఫాస్ట్,[' Nottingham'],[[నాటింగ్హామ్]],,,,,,,,,,,,,,,,,,[],,[],,[],,[]
17970,Daryl Mitchell,దరీల్ మిచెల్,"Lbrough UCCE vs Worcs at Kidderminster - May 08 - 10, 2005","లబ్రా యూ.సీ.సీ.ఈ వర్సస్ వర్క్స్, కిడ్డెర్మిన్‌స్టర్ లో - మే 08 - 10, 2005","Worcs vs Bangladeshis at Worcester - June 12, 2005","వర్క్స్ వర్సస్ బంగ్లాదేశిస్, వర్సెస్టర్ లో - జూన్ 12, 2005","Somerset vs Worcs at Taunton - June 23, 2005","సోమర్సెట్ వర్సస్ వర్క్స్, టాంటన్ లో - జూన్ 23, 2005",,,,,,,Batting allrounder,బ్యాటింగ్ ఆల్ రౌండర్,England,ఇంగ్లాండ్,"['Mountaineers', 'Worcestershire', 'Worcestershire 2nd XI']","ముంతైనీర్స్, వొర్సెస్టర్సిటిర్, వోర్సెస్టర్షైర్ 2న్ద్ క్సీ","['November 25', ' 1983']","['నవంబర్ 25', '1983'] ","Prince Henry's Evesham; University College, Worcester.","ప్రిన్స్ హెన్రీ యొక్క ఎవషమ్; విశ్వవిద్యాలయ కళాశాల, వోర్సెస్టర్. ",,[],,,,,Daryl Keith Henry Mitchell,దరీల్ కీత్ హెన్రీ మిచెల్,"['Mountaineers', 'Worcestershire', 'Worcestershire 2nd XI']","ముంతైనీర్స్, వొర్సెస్టర్సిటిర్, వోర్సెస్టర్షైర్ 2న్ద్ క్సీ",,,Right hand bat,రైట్ హ్యాండెడ్,Right arm medium,రైట్ ఆర్మ్ మీడియం,"[' Badsey', ' nr Evesham']","[[బాడ్సే]], [[ఎన్ఆర్ ఎవ్షామ్]]",,,,,,,,,,,,,,,,,,[],,[],,[],,[]
17125,Tim Munton,టిమ్ మంటాన్,,,,,,,,,,,"Pakistan vs England at Manchester - July 02 - 07, 1992","పాకిస్తాన్ వర్సస్ ఇంగ్లాండ్, మంచేస్టర్ లో - జూలై 02 - 07, 1992",,,England,ఇంగ్లాండ్,"['England', 'Derbyshire', 'Warwickshire']","ఇంగ్లాండ్, డెర్బిషిషిర్, వార్విక్షిక్షిర్","['July 30', ' 1965']","['జూలై 30', '1965'] ",,,,[],,,,,Timothy Alan Munton,తిమోతి అలాన్ మంటాన్,"['England', 'Derbyshire', 'Warwickshire']","ఇంగ్లాండ్, డెర్బిషిషిర్, వార్విక్షిక్షిర్",,,Right hand bat,రైట్ హ్యాండెడ్,Right arm medium fast,రైట్ ఆర్మ్ మీడియం ఫాస్ట్,"[' Melton Mowbray', ' Leicestershire']","[[మెల్టన్ మౌబ్రే]], [[లీసెస్టర్షైర్]]",['Wisden Cricketer of the Year 1995'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1995,,,,,"Pakistan vs England at Manchester - July 02 - 07, 1992","['1992', 'మాంచెస్టర్ - జూలై 02 - 07 ', 'ఇంగ్లాండ్ ']","Pakistan vs England at Leeds - July 23 - 26, 1992","['1992', 'లీడ్స్ - జూలై 23 - 26 ', 'ఇంగ్లాండ్ ']",,,,,,,,[],,[],,[],,[]
16925,Peter Martin,పీటర్ మార్టిన్,"Kent vs Lancashire at Manchester - August 24 - 27, 2004","కెంట్ వర్సస్ లంచేషీర్, మంచేస్టర్ లో - ఆగస్టు 24 - 27, 2004","Lancashire vs Glamorgan at Colwyn Bay - August 22, 2004","లంచేషీర్ వర్సస్ గ్లామర్గాన్గాన్, కాల్వైన్ బే లో - ఆగస్టు 22, 2004","Lancashire vs Notts at Nottingham - June 16, 2003","లంచేషీర్ వర్సస్ నాట్స్, నొట్టింగ్‌హామ్ లో - జూన్ 16, 2003",,,"England vs West Indies at The Oval - May 26, 1995","ఇంగ్లాండ్ వర్సస్ వెస్ట్ ఇండీస్, ది ఓల్వాల్ లో - మే 26, 1995","England vs West Indies at Leeds - June 08 - 11, 1995","ఇంగ్లాండ్ వర్సస్ వెస్ట్ ఇండీస్, లీడ్స్ లో - జూన్ 08 - 11, 1995",Bowler,బౌలర్,England,ఇంగ్లాండ్,"['England', 'Lancashire']","ఇంగ్లాండ్, లంచేషీర్","['November 15', ' 1968']","['నవంబర్ 15', '1968'] ",,,,[],,,,,Peter James Martin,పీటర్ జేమ్స్ మార్టిన్,"['England', 'Lancashire']","ఇంగ్లాండ్, లంచేషీర్",,,Right hand bat,రైట్ హ్యాండెడ్,Right arm fast medium,రైట్ ఆర్మ్ ఫాస్ట్ మీడియం,"[' Accrington', ' Lancashire']","[[అక్రింగ్టన్]], [[లాంక్షైర్]]",,,,,"England vs West Indies at The Oval - May 26, 1995","['1995', 'ది ఓవల్ - మే 26 ', 'వెస్ట్ ఇండీస్ ']","England vs West Indies at Leeds - June 08 - 11, 1995","['1995', 'లీడ్స్ - జూన్ 08 - 11 ', 'వెస్ట్ ఇండీస్ ']","England vs Australia at The Oval - August 21 - 23, 1997","['1997', 'ది ఓవల్ - ఆగష్టు 21 - 23 ', 'ఆస్ట్రేలియా ']","England vs South Africa at Dhaka - October 25, 1998","['1998', 'ఢాకా - అక్టోబర్ 25 ', 'దక్షిణ ఆఫ్రికా ']",,,"World Cup, ICC Champions Trophy, The Ashes, The Wisden Trophy","[[ప్రపంచ కప్]], ఐసిసి ఛాంపియన్స్ ట్రోఫీ, ది యాషెస్, ది విస్డెన్ ట్రోఫీ",,[],,[],['15th Best figures in a innings on debut (4)'],['అరంగేట్రంలో ఒక ఇన్నింగ్స్ లో ఉత్తమ గణాంకాలు సాధించిన ఆటగాళ్ల జాబితా లో 15 వ స్థానం (4).'],,[]
297634,Stuart Meaker,స్ట్ట్వర్ట్ మీకర్,"Lbrough UCCE vs Surrey at The Oval - April 12 - 14, 2008","లబ్రా యూ.సీ.సీ.ఈ వర్సస్ సుర్రీ, ది ఓల్వాల్ లో - ఏప్రిల్ 12 - 14, 2008","Surrey vs Sussex at Croydon - May 28, 2008","సుర్రీ వర్సస్ సస్సెక్స్, క్రాయిడన్ లో - మే 28, 2008","Surrey vs Somerset at The Oval - July 02, 2010","సుర్రీ వర్సస్ సోమర్సెట్, ది ఓల్వాల్ లో - జూలై 02, 2010","England vs India at Pune - December 20, 2012","ఇంగ్లాండ్ వర్సస్ ఇండియా, పూణే లో - డిసెంబర్ 20, 2012","England vs India at Mumbai - October 23, 2011","ఇంగ్లాండ్ వర్సస్ ఇండియా, ముంబై లో - అక్టోబర్ 23, 2011",,,Bowler,బౌలర్,England,ఇంగ్లాండ్,"['England', 'England Lions', 'England Under-19s', 'Surrey', 'Surrey 2nd XI']","ఇంగ్లాండ్, ఇంగ్లాండ్ లియన్స్, ఇంగ్లాండ్ అండర్ -19, సుర్రీ, సర్రే 2న్ద్ క్సీ","['January 21', ' 1989']","['జనవరి 21', '1989'] ",Cranleigh School,క్రాన్లీగ్ పాఠశాల,,[],,,,,Stuart Christopher Meaker,స్ట్ట్వర్ట్ క్రిస్టోఫర్ మీకర్,"['England', 'England Lions', 'England Under-19s', 'Surrey', 'Surrey 2nd XI']","ఇంగ్లాండ్, ఇంగ్లాండ్ లియన్స్, ఇంగ్లాండ్ అండర్ -19, సుర్రీ, సర్రే 2న్ద్ క్సీ",,,Right hand bat,రైట్ హ్యాండెడ్,Right arm fast medium,రైట్ ఆర్మ్ ఫాస్ట్ మీడియం,"[' Pietermaritzburg', ' Natal', ' South Africa']","[[పీటర్మారిట్బర్గ్]], [[నాటల్]], [[సౌత్ ఆఫ్రికా]]",,,"England vs India at Pune - December 20, 2012","['2012', 'పుణె - డిసెంబర్ 20 ', 'భారతదేశం ']","England vs India at Mumbai - October 23, 2011","['2011', 'ముంబై - అక్టోబర్ 23 ', 'భారతదేశం ']",,,,,"India vs England at Kolkata - October 25, 2011","['2011', 'కోల్కతా- అక్టోబర్ 25 ', 'ఇంగ్లాండ్ ']","India vs England at Mumbai - December 22, 2012","['2012', 'ముంబై - డిసెంబర్ 22 ', 'ఇంగ్లాండ్ ']",,,,[],,[],,[],,[]
16871,Archie MacLaren,అర్చియే మాక్లారెన్,,,,,,,,,,,"Australia vs England at Sydney - December 14 - 20, 1894","ఆస్ట్రేలియా వర్సస్ ఇంగ్లాండ్, సైడ్నీ లో - డిసెంబర్ 14 - 20, 1894",,,England,ఇంగ్లాండ్,"['England', 'Lancashire']","ఇంగ్లాండ్, లంచేషీర్","['December 01', ' 1871']","['డిసెంబర్ 01', '1871'] ",,,,[],"['November 17', ' 1944']","['నవంబర్ 17', '1944'] ","[' Warfield Park', ' Bracknell', ' Berkshire', ' (aged 72y 352d)']","['వార్ఫీల్డ్ పార్క్', 'బ్రాకెల్', 'బెర్క్ షైర్', '(72సంవత్సరాల 352రోజులు)'] ",Archibald Campbell MacLaren,అర్చిబల్డ్ కాంప్‌బెల్ మాక్లారెన్,"['England', 'Lancashire']","ఇంగ్లాండ్, లంచేషీర్","November 17, 1944, Warfield Park, Bracknell, Berkshire, (aged 72y 352d)","నవంబర్ 17, 1944, వార్ఫీల్డ్ పార్క్, బ్రాక్నెల్, బెర్క్షిర్(వయస్సు : 72 సంవత్సరాల 352 రోజులు)",Right hand bat,రైట్ హ్యాండెడ్,Right arm fast,రైట్ ఆర్మ్ ఫాస్ట్,"[' Whalley Range', ' Manchester', ' Lancashire']","[[వాల్లే రేంజ్]], [[మాంచెస్టర్]], [[లాంక్షైర్]]",['Wisden Cricketer of the Year 1895'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1895,,,,,"Australia vs England at Sydney - December 14 - 20, 1894","['1894', 'సిడ్నీ - డిసెంబర్ 14 - 20 ', 'ఇంగ్లాండ్ ']","Australia vs England at The Oval - August 09 - 11, 1909","['1909', 'ది ఓవల్ - ఆగష్టు 09 - 11 ', 'ఇంగ్లాండ్ ']",,,,,The Ashes,ది యాషెస్,,[],,[],,[],,[]
297488,Matt Machan,మట్ మచన్,"Sussex vs Cambs MCCU at Cambridge - May 12 - 14, 2010","సస్సెక్స్ వర్సస్ కాంబ్స్ ఎం.సీ.సీ.యూ, కాంబ్రిడ్జ్ లో - మే 12 - 14, 2010","Sussex vs Bangladeshis at Hove - July 03, 2010","సస్సెక్స్ వర్సస్ బంగ్లాదేశిస్, హోవ్ లో - జూలై 03, 2010","Sussex vs Netherlands at North Sound - January 10, 2012","సస్సెక్స్ వర్సస్ నెథర్లాండ్స్, నోర్త్ సౌండ్ లో - జనవరి 10, 2012","Afghanistan vs Scotland at Sharjah - March 03, 2013","ఆఫ్ఘనిస్తాన్ వర్సస్ స్కోట్లండ్, శర్జాహ్ లో - మార్చి 03, 2013","Scotland vs Afghanistan at Sharjah - March 06, 2013","స్కోట్లండ్ వర్సస్ ఆఫ్ఘనిస్తాన్, శర్జాహ్ లో - మార్చి 06, 2013",,,Top order batter,టాప్ ఆర్డర్ బ్యాట్స్‌మన్‌,England,ఇంగ్లాండ్,"['Scotland', 'Sussex', 'Sussex 2nd XI']","స్కోట్లండ్, సస్సెక్స్, సస్సెక్స్ 2న్ద్ క్సీ","['February 15', ' 1991']","['ఫిబ్రవరి 15', '1991'] ",Hurstpierpoint College; Brighton College,"హర్స్ట్టిపీర్పొయింట్ కళాశాల, బ్రైటన్ కళాశాల",,[],,,,,Matthew William Machan,మత్తేవ్ విలియం మచన్,"['Scotland', 'Sussex', 'Sussex 2nd XI']","స్కోట్లండ్, సస్సెక్స్, సస్సెక్స్ 2న్ద్ క్సీ",,,Left hand bat,లెఫ్ట్ హ్యాండెడ్,Right arm offbreak,రైట్ ఆర్మ్ ఆఫ్‌బ్రెక్,"[' Brighton', ' Sussex']","[[బ్రైటన్]], [[సస్సెక్స్]]",,,"Afghanistan vs Scotland at Sharjah - March 03, 2013","['2013', 'షార్జా - మార్చి 03 ', 'స్కాట్లాండ్ ']","Scotland vs Afghanistan at Sharjah - March 06, 2013","['2013', 'షార్జా - మార్చి 06 ', 'ఆఫ్ఘనిస్తాన్ ']",,,,,"Hong Kong vs Scotland at Mong Kok - January 26, 2016","['2016', 'మోన్ కోక్ - జనవరి 26 ', 'స్కాట్లాండ్ ']","Hong Kong vs Scotland at Nagpur - March 12, 2016","['2016', 'నాగ్పూర్ - మార్చి 12 ', 'స్కాట్లాండ్ ']","World Cup, Men's T20 World Cup, WCL Championship, World Cup Qualifier","[[ప్రపంచ కప్]], టీ20 ప్రపంచ కప్, ప్రపంచ క్రికెట్ లీగ్ ఛాంపియన్‌షిప్, ప్రపంచ కప్ క్వాలిఫైయర్",,[],,[],,[],"['25th Highest partnership for the third wicket (111)', '35th Highest partnership for the fifth wicket (72*)']","['మూడో వికెట్ కు అత్యధిక భాగస్వామ్యం సాధించిన ఆటగాళ్ల జాబితా లో 25 వ స్థానం (111).', 'ఐదో వికెట్ కు అత్యధిక భాగస్వామ్యంగా ఉన్న ఆటగాళ్ల జాబితా లో 35 వ స్థానం (72*).']"
17946,Robin Martin-Jenkins,రోబిన్ మార్టిన్-జెంకిన్స్,"Gloucs vs Sussex at Arundel - July 07 - 09, 2010","గ్లాక్స్ వర్సస్ సస్సెక్స్, అరుండెల్ లో - జూలై 07 - 09, 2010","Sussex vs Worcs at Hove - July 19, 2010","సస్సెక్స్ వర్సస్ వర్క్స్, హోవ్ లో - జూలై 19, 2010","Hampshire vs Sussex at Southampton - June 13, 2003","హంపిషిర్ వర్సస్ సస్సెక్స్, సౌతంప్టాన్ లో - జూన్ 13, 2003",,,,,,,,,England,ఇంగ్లాండ్,['Sussex'],సస్సెక్స్,"['October 28', ' 1975']","['అక్టోబర్ 28', '1975'] ","Radley College, Oxon; Durham University","రాడ్లీ కాలేజ్, ఆక్సన్; డర్హామ్ యూనివర్సిటీ ","[['CDA Martin-Jenkins', ' (father),'], ['JTA Martin-Jenkins', ' (brother)']]","[['సీ.డీ.ఏ మార్టిన్-జెంకిన్స్', ' (తండ్రి),'], ['జే.టీ.ఏ మార్టిన్-జెంకిన్స్', ' (సోదరుడు)']]",,,,,Robin Simon Christopher Martin-Jenkins,రోబిన్ సిమోన్ క్రిస్టోఫర్ మార్టిన్-జెంకిన్స్,['Sussex'],సస్సెక్స్,,,Right hand bat,రైట్ హ్యాండెడ్,Right arm medium,రైట్ ఆర్మ్ మీడియం,"[' Guildford', ' Surrey']","[[గిల్డ్ఫోర్డ్]], [[సర్రే]]","['NBC Denis Compton Award 1998', 'NBC Denis Compton Award 1999', 'NBC Denis Compton Award 2000']","ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవార్డ్ 1998,, ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవార్డ్ 1999,, ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవార్డ్ 2000",,,,,,,,,,,,,,,,[],,[],,[],,[]
294041,Jaik Mickleburgh,జైక్ మిక్కలేబుక్గ్,"Leics vs Essex at Leicester - August 27 - 28, 2008","లైక్స్ వర్సస్ ఎస్సెక్స్, లైస్టర్ లో - ఆగస్టు 27 - 28, 2008","Essex vs Yorkshire at Chelmsford - April 25, 2010","ఎస్సెక్స్ వర్సస్ యార్క్షిర్, చెల్మ్‌ఫ్ఫోర్డ్ లో - ఏప్రిల్ 25, 2010","Essex vs Surrey at The Oval - June 10, 2010","ఎస్సెక్స్ వర్సస్ సుర్రీ, ది ఓల్వాల్ లో - జూన్ 10, 2010",,,,,,,,,England,ఇంగ్లాండ్,"['England Under-19s', 'Essex', 'Essex 2nd XI', 'Mid West Rhinos', 'Norfolk']","ఇంగ్లాండ్ అండర్ -19, ఎస్సెక్స్, ఎస్సెక్స్ 2న్ద్ క్సీ, మిద్ వెస్ట్ రినాస్, నోర్ఫోల్క్","['March 30', ' 1990']","['మార్చి 30', '1990'] ",,,,[],,,,,Jaik Charles Mickleburgh,జైక్ చార్లెస్ మిక్కలేబుక్గ్,"['England Under-19s', 'Essex', 'Essex 2nd XI', 'Mid West Rhinos', 'Norfolk']","ఇంగ్లాండ్ అండర్ -19, ఎస్సెక్స్, ఎస్సెక్స్ 2న్ద్ క్సీ, మిద్ వెస్ట్ రినాస్, నోర్ఫోల్క్",,,Right hand bat,రైట్ హ్యాండెడ్,Right arm medium fast,రైట్ ఆర్మ్ మీడియం ఫాస్ట్,"[' Norwich', ' Norfolk']","[[నార్విచ్]], [[నార్ఫోక్]]",,,,,,,,,,,,,,,,,,[],,[],,[],,[]
17018,Colin Milburn,కోలిన్ మిల్బర్న్,,,,,,,,,,,"West Indies vs England at Manchester - June 02 - 04, 1966","వెస్ట్ ఇండీస్ వర్సస్ ఇంగ్లాండ్, మంచేస్టర్ లో - జూన్ 02 - 04, 1966",,,England,ఇంగ్లాండ్,"['England', 'Northamptonshire', 'Western Australia']","ఇంగ్లాండ్, నోర్తంప్టోనాంశీరే, వెస్టర్న్ ఆస్ట్రేలియా","['October 23', ' 1941']","['అక్టోబర్ 23', '1941'] ",,,,[],"['February 28', ' 1990']","['ఫిబ్రవరి 28', '1990'] ","[' Aycliffe Village', ' Co Durham', ' (aged 48y 128d)']","['అయోలిఫ్ఫ్ విలేజ్', 'కో డర్హామ్', '(48సంవత్సరాలు128రోజులు)'] ",Colin Milburn,కోలిన్ మిల్బర్న్,"['England', 'Northamptonshire', 'Western Australia']","ఇంగ్లాండ్, నోర్తంప్టోనాంశీరే, వెస్టర్న్ ఆస్ట్రేలియా","February 28, 1990, Aycliffe Village, Co Durham, (aged 48y 128d)","ఫిబ్రవరి 28, 1990, ఆయ్క్లిఫ్ విలేజ్, కో దుర్హం(వయస్సు : 48 సంవత్సరాల 128 రోజులు)",Right hand bat,రైట్ హ్యాండెడ్,Right arm medium,రైట్ ఆర్మ్ మీడియం,"[' Burnopfield', ' Co Durham']","[[బర్న్ఫ్ఫీల్డ్]], [[కో డర్హామ్]]","['Wisden Cricketer of the Year 1967', 'Walter Lawrence Trophy 1969']","విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1967,, వాల్టర్ లారెన్స్ ట్రోఫీ 1969",,,,,"West Indies vs England at Manchester - June 02 - 04, 1966","['1966', 'మాంచెస్టర్ - జూన్ 02 - 04 ', 'ఇంగ్లాండ్ ']","England vs Pakistan at Karachi - March 06 - 10, 1969","['1969', 'కరాచీ - మార్చి 06 - 10 ', 'పాకిస్తాన్ ']",,,,,"The Ashes, The Wisden Trophy","ది యాషెస్, ది విస్డెన్ ట్రోఫీ",,[],"['19th Hundred in last match (139)', '15th Ninety on debut (94)']","['చివరి మ్యాచ్ లో శతకం చేసిన ఆటగాళ్ల జాబితా లో 19 వ స్థానం (139).', 'అరంగేట్రంలో తొంభై పరుగులు చేసిన ఆటగాళ్ల జాబితా లో 15 వ స్థానం (94).']",,[],,[]
