Cricinfo_id,Player_Name,Player_Name_Telugu,FC Matches_debut,FC Matches_debut_Telugu,List A Matches_debut,List A Matches_debut_Telugu,T20 Matches_debut,T20 Matches_debut_Telugu,T20I Matches_debut,T20I Matches_debut_Telugu,ODI Matches_debut,ODI Matches_debut_Telugu,Test Matches_debut,Test Matches_debut_Telugu,Playing Role,Playing Role_Telugu,Nationality,Nationality_Telugu,Teams,Teams_Telugu,Birth_Date,Telugu_Birth_Date,Education,Telugu_Education,Relations,Telugu_Relations,Death_Date,Telugu_Death_Date,Death_Place,Telugu_Death_Place,Full Name,Full_Name_Telugu,Teams_overview,teams_ov_telugu_y,Died,Died_telugu,Batting Style,Batting_Style_telugu,Bowling Style,Bowling_Style_telugu,Birth_Place,Birth_Place_Telugu,AWARDS,awards_telugu,T20I Matches_debut_infobox,T20I_info_Matches_debut_Telugu,ODI Matches_debut_infobox,ODI_info_Matches_debut_Telugu,Test Matches_debut_infobox,Test_info_Matches_debut_Telugu,Test Matches_last_appearance,Test_info_Matches_last_appearance_telugu,ODI Matches_last_appearance,ODI_info_Matches_last_appearance_telugu,T20I Matches_last_appearance,T20I_info_Matches_last_appearance_telugu,trophy_names,trophy_names_Telugu,Records,records_telugu,Test Records,test_records_telugu,ODI Records,odi_records_telugu,T20I Records,t20i_records_telugu
639148,Karl Carver,కార్ల్ కార్వర్,"Warwickshire vs Yorkshire at Birmingham - June 22 - 24, 2014","వార్విక్షిక్షిర్ వర్సస్ యార్క్షిర్, బిర్మింఘం లో - జూన్ 22 - 24, 2014","Surrey vs Yorkshire at The Oval - July 29, 2015","సుర్రీ వర్సస్ యార్క్షిర్, ది ఓల్వాల్ లో - జూలై 29, 2015","Worcs vs Yorkshire at Leeds - July 14, 2015","వర్క్స్ వర్సస్ యార్క్షిర్, లీడ్స్ లో - జూలై 14, 2015",,,,,,,,,England,ఇంగ్లాండ్,"['England Development Programme Under-19s', 'England Under-19s', 'Yorkshire', 'Yorkshire 2nd XI', 'Yorkshire Academy', 'Yorkshire Under-14s', 'Yorkshire Under-15s', 'Yorkshire Under-17s']","ఇంగ్లాండ్ డెవెలప్మెంట్ ప్రోగ్రామీ అండర్ -19, ఇంగ్లాండ్ అండర్ -19, యార్క్షిర్, యార్క్షైర్ 2న్ద్ క్సీ, యార్క్షిర్ అకాడమీ, యార్క్షిర్ అండర్ -14, యార్క్షిర్ అండర్ -15, యార్క్షిర్ అండర్ -17","['March 26', ' 1996']","['మార్చి 26', '1996'] ",Thirsk School and Sixth Form College,థ్రింక్స్ స్కూల్ మరియు ఆరవ ఫారం కళాశాల,,[],,,,,Karl Carver,కార్ల్ కార్వర్,"['England Development Programme Under-19s', 'England Under-19s', 'Yorkshire', 'Yorkshire 2nd XI', 'Yorkshire Academy', 'Yorkshire Under-14s', 'Yorkshire Under-15s', 'Yorkshire Under-17s']","ఇంగ్లాండ్ డెవెలప్మెంట్ ప్రోగ్రామీ అండర్ -19, ఇంగ్లాండ్ అండర్ -19, యార్క్షిర్, యార్క్షైర్ 2న్ద్ క్సీ, యార్క్షిర్ అకాడమీ, యార్క్షిర్ అండర్ -14",,,Left hand bat,లెఫ్ట్ హ్యాండెడ్,Slow left arm orthodox,స్లో లెఫ్ట్ ఆర్మ్ ఆర్థోడాక్స్,"[' Northallerton', ' Yorkshire']","[[నార్తరల్టన్]], [[యార్క్షైర్]]",,,,,,,,,,,,,,,,,,[],,[],,[],,[]
214974,Mitchell Claydon,మిచెల్ క్లైడన్,"Yorkshire vs Bangladesh A at Leeds - August 03 - 05, 2005","యార్క్షిర్ వర్సస్ బంగ్లాదేశ్ ఏ, లీడ్స్ లో - ఆగస్టు 03 - 05, 2005","Derbyshire vs Yorkshire at Leeds - April 23, 2006","డెర్బిషిషిర్ వర్సస్ యార్క్షిర్, లీడ్స్ లో - ఏప్రిల్ 23, 2006","Durham vs Yorkshire at Leeds - June 27, 2006","దుర్హం వర్సస్ యార్క్షిర్, లీడ్స్ లో - జూన్ 27, 2006",,,,,,,Bowler,బౌలర్,England,ఇంగ్లాండ్,"['Canterbury', 'Durham', 'Durham 2nd XI', 'Kent', 'Kent 2nd XI', 'Sussex', 'Yorkshire', 'Yorkshire 2nd XI']","కాంటర్బరీ, దుర్హం, డర్హామ్ 2న్ద్ క్సీ, కెంట్, కెంట్ 2న్ద్ క్సీ, సస్సెక్స్, యార్క్షిర్, యార్క్షైర్ 2న్ద్ క్సీ","['November 25', ' 1982']","['నవంబర్ 25', '1982'] ","Westfield Sports High School, Sydney","వెస్ట్ఫీల్డ్ స్పోర్ట్స్ హై స్కూల్, సిడ్నీ ",,[],,,,,Mitchell Eric Claydon,మిచెల్ ఎరిక్ క్లైడన్,"['Canterbury', 'Durham', 'Durham 2nd XI', 'Kent', 'Kent 2nd XI', 'Sussex', 'Yorkshire', 'Yorkshire 2nd XI']","కాంటర్బరీ, దుర్హం, డర్హామ్ 2న్ద్ క్సీ, కెంట్, కెంట్ 2న్ద్ క్సీ, సస్సెక్స్",,,Left hand bat,లెఫ్ట్ హ్యాండెడ్,Right arm medium fast,రైట్ ఆర్మ్ మీడియం ఫాస్ట్,"[' Fairfield', ' New South Wales', ' Australia']","[[ఫెయిర్ఫీల్డ్]], [[న్యూ సౌత్ వేల్స్]], [[ఆస్ట్రేలియా]]",,,,,,,,,,,,,,,,,,[],,[],,[],,[]
10881,Robert Croft,రోబర్ట్ క్రాఫ్ట్,"Glamorgan vs Kent at Cardiff - September 11 - 13, 2012","గ్లామర్గాన్గాన్ వర్సస్ కెంట్, కార్డిఫ్ లో - సెప్టెంబర్ 11 - 13, 2012","Glamorgan vs Notts at Swansea - August 05, 2012","గ్లామర్గాన్గాన్ వర్సస్ నాట్స్, స్వాన్సీ లో - ఆగస్టు 05, 2012","Northants vs Glamorgan at Cardiff - June 16, 2003","నోర్తాంట్స్ వర్సస్ గ్లామర్గాన్గాన్, కార్డిఫ్ లో - జూన్ 16, 2003",,,"Pakistan vs England at Manchester - August 29, 1996","పాకిస్తాన్ వర్సస్ ఇంగ్లాండ్, మంచేస్టర్ లో - ఆగస్టు 29, 1996","England vs Pakistan at The Oval - August 22 - 26, 1996","ఇంగ్లాండ్ వర్సస్ పాకిస్తాన్, ది ఓల్వాల్ లో - ఆగస్టు 22 - 26, 1996",Bowler,బౌలర్,England,ఇంగ్లాండ్,"['England', 'Glamorgan']","ఇంగ్లాండ్, గ్లామర్గాన్గాన్","['May 25', ' 1970']","['మే 25', '1970'] ","St John Lloyd Catholic School, Llanelli","సెయింట్ జాన్ లాయిడ్ కాథలిక్ స్కూల్, లూలిన్ ",,[],,,,,Robert Damien Bale Croft,రోబర్ట్ డమీన్ బాలె క్రాఫ్ట్,"['England', 'Glamorgan']","ఇంగ్లాండ్, గ్లామర్గాన్గాన్",,,Right hand bat,రైట్ హ్యాండెడ్,Right arm offbreak,రైట్ ఆర్మ్ ఆఫ్‌బ్రెక్,"[' Morriston', ' Swansea', ' Glamorgan', ' Wales']","[[మోరిస్టన్]], [[స్వాన్సీ]], [[గ్లామోర్గాన్]], [[వేల్స్]]",['Awarded the MBE on 29th Dec 2012'],అవార్డెడ్ ది ఎం.బీ.ఇ. ఆన్ 29త్ డిసెంబర్ 2012,,,"Pakistan vs England at Manchester - August 29, 1996","['1996', 'మాంచెస్టర్ - ఆగష్టు 29 ', 'ఇంగ్లాండ్ ']","England vs Pakistan at The Oval - August 22 - 26, 1996","['1996', 'ది ఓవల్ - ఆగష్టు 22 - 26 ', 'పాకిస్తాన్ ']","England vs Australia at Nottingham - August 02 - 04, 2001","['2001', 'నాటింగ్హామ్ - ఆగష్టు 02 - 04 ', 'ఆస్ట్రేలియా ']","England vs Australia at The Oval - June 21, 2001","['2001', 'ది ఓవల్ - జూన్ 21 ', 'ఆస్ట్రేలియా ']",,,"World Cup, The Ashes, The Wisden Trophy","[[ప్రపంచ కప్]], ది యాషెస్, ది విస్డెన్ ట్రోఫీ",,[],,[],,[],,[]
10812,Bill Copson,బిల్ల్ కాప్సన్,,,,,,,,,,,"West Indies vs England at Lord's - June 24 - 27, 1939","వెస్ట్ ఇండీస్ వర్సస్ ఇంగ్లాండ్, లోర్డ్'స్ లో - జూన్ 24 - 27, 1939",,,England,ఇంగ్లాండ్,"['England', 'Derbyshire']","ఇంగ్లాండ్, డెర్బిషిషిర్","['April 27', ' 1908']","['ఏప్రిల్ 27', '1908'] ",,,,[],"['September 13', ' 1971']","['సెప్టెంబర్ 13', '1971'] ","[' Clay Cross', ' Derbyshire', ' (aged 63y 139d)']","['క్లే క్రాస్', 'డెర్బీషైర్', '(63సంవత్సరాల 139రోజులు)'] ",William Henry Copson,విలియం హెన్రీ కాప్సన్,"['England', 'Derbyshire']","ఇంగ్లాండ్, డెర్బిషిషిర్","September 13, 1971, Clay Cross, Derbyshire, (aged 63y 139d)","సెప్టెంబర్ 13, 1971, క్లే క్రాస్, డెర్బిషిషిర్(వయస్సు : 63 సంవత్సరాల 139 రోజులు)",Right hand bat,రైట్ హ్యాండెడ్,Right arm fast medium,రైట్ ఆర్మ్ ఫాస్ట్ మీడియం,"[' Stonebroom', ' Derbyshire']","[[స్టోనెబ్రూమ్]], [[డెర్బీషైర్]]",['Wisden Cricketer of the Year 1937'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1937,,,,,"West Indies vs England at Lord's - June 24 - 27, 1939","['1939', 'లార్డ్స్ - జూన్ 24 - 27 ', 'ఇంగ్లాండ్ ']","England vs South Africa at The Oval - August 16 - 20, 1947","['1947', 'ది ఓవల్ - ఆగష్టు 16 - 20 ', 'దక్షిణ ఆఫ్రికా ']",,,,,,,,[],['17th Best figures in a match on debut (9)'],['అరంగేట్రంలో ఉత్తమ గణాంకాలు సాధించిన ఆటగాళ్ల జాబితా లో 17 వ స్థానం (9).'],,[],,[]
566685,Ben Coad,బెన్ కోడ్,"Durham vs Yorkshire at Chester-le-Street - June 20 - 23, 2016","దుర్హం వర్సస్ యార్క్షిర్, చేస్టర్-లె-స్ట్రీట్ లో - జూన్ 20 - 23, 2016","Yorkshire vs Gloucs at Leeds - June 02, 2013","యార్క్షిర్ వర్సస్ గ్లాక్స్, లీడ్స్ లో - జూన్ 02, 2013","Yorkshire vs Northants at Northampton - July 17, 2015","యార్క్షిర్ వర్సస్ నోర్తాంట్స్, నోర్తంప్టాన్ లో - జూలై 17, 2015",,,,,,,Bowler,బౌలర్,England,ఇంగ్లాండ్,"['Yorkshire', 'Yorkshire 2nd XI', 'Yorkshire Academy', 'Yorkshire Under-15s', 'Yorkshire Under-17s']","యార్క్షిర్, యార్క్షైర్ 2న్ద్ క్సీ, యార్క్షిర్ అకాడమీ, యార్క్షిర్ అండర్ -15, యార్క్షిర్ అండర్ -17","['January 10', ' 1994']","['జనవరి 10', '1994'] ",Thirsk School and Sixth Form College,థ్రింక్స్ స్కూల్ మరియు ఆరవ ఫారం కళాశాల,,[],,,,,Benjamin Oliver Coad,బెంజమీన్ ఆలివర్ కోడ్,"['Yorkshire', 'Yorkshire 2nd XI', 'Yorkshire Academy', 'Yorkshire Under-15s', 'Yorkshire Under-17s']","యార్క్షిర్, యార్క్షైర్ 2న్ద్ క్సీ, యార్క్షిర్ అకాడమీ, యార్క్షిర్ అండర్ -15, యార్క్షిర్ అండర్ -17",,,Right hand bat,రైట్ హ్యాండెడ్,Right arm fast medium,రైట్ ఆర్మ్ ఫాస్ట్ మీడియం,"[' Harrogate', ' Yorkshire']","[[హారోగేట్]], [[యార్క్షైర్]]",,,,,,,,,,,,,,,,,,[],,[],,[],,[]
11718,Nick Compton,నిక్ కంప్టన్,"Middlesex vs Cambs UCCE at Cambridge - May 12 - 14, 2004","మిడ్లెసెక్సెక్స్ వర్సస్ కాంబ్స్ యూ.సీ.సీ.ఈ, కాంబ్రిడ్జ్ లో - మే 12 - 14, 2004","Sinhalese vs SLPACC at Colombo (SSC) - March 14, 2018","సింహలేస్ వర్సస్ ఎస్.ఎల్.పీ.ఏ.సీ.సీ, కొలంబో (స్) లో - మార్చి 14, 2018","Middlesex vs Kent at Maidstone - July 02, 2004","మిడ్లెసెక్సెక్స్ వర్సస్ కెంట్, మైడ్స్టోన్ లో - జూలై 02, 2004",,,,,"India vs England at Ahmedabad - November 15 - 19, 2012","ఇండియా వర్సస్ ఇంగ్లాండ్, అహ్మదాబాద్ లో - నవంబర్ 15 - 19, 2012",Opening batter,ఓపెనింగ్ బ్యాట్స్‌మన్‌,England,ఇంగ్లాండ్,"['England', 'England Lions', 'Mashonaland Eagles', 'Middlesex', 'Somerset']","ఇంగ్లాండ్, ఇంగ్లాండ్ లియన్స్, మషోనాలండ్ ఎగల్స్, మిడ్లెసెక్సెక్స్, సోమర్సెట్","['June 26', ' 1983']","['జూన్ 26', '1983'] ","Hilton College, SA, Harrow School, Durham University","హిల్టన్ కాలేజ్, ఎస్.ఏ, హారో స్కూల్, డర్హామ్ యూనివర్శిటీ","[['DCS Compton', ' (grandfather),'], ['LH Compton', ' (great-uncle),'], ['RCD Compton', ' (father),'], ['PMD Compton', ' (uncle)']]","[['డీ.సీ.ఎస్ కంప్టన్', ' (తాత),'], ['ఎల్.హెచ్ కంప్టన్', ' (గ్రేట్-అంకల్),'], ['ఆర్.సీ.డీ కంప్టన్', ' (తండ్రి),'], ['పీ.ఎం.డీ కంప్టన్', ' (మామ)']]",,,,,Nicholas Richard Denis Compton,నిచోలాస్ రిచర్డ్ డెనిస్ కంప్టన్,"['England', 'England Lions', 'Mashonaland Eagles', 'Middlesex', 'Somerset']","ఇంగ్లాండ్, ఇంగ్లాండ్ లియన్స్, మషోనాలండ్ ఎగల్స్, మిడ్లెసెక్సెక్స్, సోమర్సెట్",,,Right hand bat,రైట్ హ్యాండెడ్,Right arm offbreak,రైట్ ఆర్మ్ ఆఫ్‌బ్రెక్,"[' Durban', ' Natal', ' South Africa']","[[డర్బన్]], [[నాటల్]], [[సౌత్ ఆఫ్రికా]]","['NBC Denis Compton Award 2001, 2002, 2006']","ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవార్డ్ 2001, 2002, 2006",,,,,"India vs England at Ahmedabad - November 15 - 19, 2012","['2012', 'అహ్మదాబాద్ - నవంబర్ 15 - 19 ', 'ఇంగ్లాండ్ ']","England vs Sri Lanka at Lord's - June 09 - 13, 2016","['2016', 'లార్డ్స్ - జూన్ 09 - 13 ', 'శ్రీలంక ']",,,,,Basil D'Oliveira,బాసిల్ డి'ఒలివెరా,[' Hundred and a duck in a match '],"['ఒకే మ్యాచ్ లో  డక్, శతకం సాధించాడు.']",,[],,[],,[]
10897,Tim Curtis,టిమ్ కర్టిస్,,,,,,,,,,,"England vs West Indies at Leeds - July 21 - 26, 1988","ఇంగ్లాండ్ వర్సస్ వెస్ట్ ఇండీస్, లీడ్స్ లో - జూలై 21 - 26, 1988",,,England,ఇంగ్లాండ్,"['England', 'Cambridge University', 'Worcestershire']","ఇంగ్లాండ్, కాంబ్రిడ్జ్ యూనివర్సిటీ, వొర్సెస్టర్సిటిర్","['January 15', ' 1960']","['జనవరి 15', '1960'] ",Royal Grammar School Worcester; Durham University; Cambridge University,"రాయల్ గ్రామర్ స్కూల్ వోర్సెస్టర్, డర్హామ్ విశ్వవిద్యాలయం, కేంబ్రిడ్జ్ విశ్వవిద్యాలయం",,[],,,,,Timothy Stephen Curtis,తిమోతి స్టెఫెన్ కర్టిస్,"['England', 'Cambridge University', 'Worcestershire']","ఇంగ్లాండ్, కాంబ్రిడ్జ్ యూనివర్సిటీ, వొర్సెస్టర్సిటిర్",,,Right hand bat,రైట్ హ్యాండెడ్,Legbreak,లెగ్‌బ్రేక్,"[' Chislehurst', ' Kent']","[[చిస్లేర్స్ట్]], [[కెంట్]]",,,,,,,"England vs West Indies at Leeds - July 21 - 26, 1988","['1988', 'లీడ్స్ - జూలై 21 - 26 ', 'వెస్ట్ ఇండీస్ ']","Australia vs England at Nottingham - August 10 - 14, 1989","['1989', 'నాటింగ్హామ్ - ఆగష్టు 10 - 14 ', 'ఇంగ్లాండ్ ']",,,,,"The Ashes, The Wisden Trophy","ది యాషెస్, ది విస్డెన్ ట్రోఫీ",,[],,[],,[],,[]
517542,Paul Coughlin,పాల్ కౌఘ్లిన్,"Durham vs Australia A at Chester-le-Street - August 01 - 03, 2012","దుర్హం వర్సస్ ఆస్ట్రేలియా ఏ, చేస్టర్-లె-స్ట్రీట్ లో - ఆగస్టు 01 - 03, 2012","Hampshire vs Durham at Chester-le-Street - August 27, 2012","హంపిషిర్ వర్సస్ దుర్హం, చేస్టర్-లె-స్ట్రీట్ లో - ఆగస్టు 27, 2012","Lancashire vs Durham at Manchester - July 24, 2014","లంచేషీర్ వర్సస్ దుర్హం, మంచేస్టర్ లో - జూలై 24, 2014",,,,,,,,,England,ఇంగ్లాండ్,"['Durham', 'Durham 2nd XI', 'Durham Academy', 'Durham Under-17s']","దుర్హం, డర్హామ్ 2న్ద్ క్సీ, దుర్హం అకాడమీ, దుర్హం అండర్ -17","['October 23', ' 1992']","['అక్టోబర్ 23', '1992'] ","St Robert of Newminster Catholic Comprehensive School, Washington, Co Durham","సెయింట్ రాబర్ట్ ఆఫ్ న్యూ మినిస్టర్ కాథలిక్ సమగ్ర స్కూల్, వాషింగ్టన్, కో డర్హామ్ ","[['J Coughlin', ' (brother),'], ['T Harland', ' (uncle)']]","[['జే కౌఘ్లిన్', ' (సోదరుడు),'], ['టీ హార్లాండ్', ' (మామ)']]",,,,,Paul Coughlin,పాల్ కౌఘ్లిన్,"['Durham', 'Durham 2nd XI', 'Durham Academy', 'Durham Under-17s']","దుర్హం, డర్హామ్ 2న్ద్ క్సీ, దుర్హం అకాడమీ, దుర్హం అండర్ -17",,,Right hand bat,రైట్ హ్యాండెడ్,Right arm medium,రైట్ ఆర్మ్ మీడియం,"[' Sunderland', ' Co Durham']","[[సుండర్ల్యాండ్]], [[కో డర్హామ్]]",,,,,,,,,,,,,,,,,,[],,[],,[],,[]
10727,Stanley Christopherson,స్టాన్లీ క్రిస్టోఫర్సన్సన్,,,,,,,,,,,,,,,England,ఇంగ్లాండ్,"['England', 'Kent']","ఇంగ్లాండ్, కెంట్","['November 11', ' 1861']","['నవంబర్ 11', '1861'] ",,,,[],"['April 06', ' 1949']","['ఏప్రిల్ 06', '1949'] ","["" St John's Wood"", ' London', ' (aged 87y 146d)']","[""సెయింట్ జాన్ యొక్క వుడ్"", 'లండన్', '(87సంవత్సరాలు146రోజులు)'] ",Stanley Christopherson,స్టాన్లీ క్రిస్టోఫర్సన్సన్,"['England', 'Kent']","ఇంగ్లాండ్, కెంట్","April 06, 1949, St John's Wood, London, (aged 87y 146d)","ఏప్రిల్ 06, 1949, స్ట్ జాన్'స్ వూడ్, లాండన్(వయస్సు : 87 సంవత్సరాల 146 రోజులు)",Right hand bat,రైట్ హ్యాండెడ్,Right arm fast,రైట్ ఆర్మ్ ఫాస్ట్,"[' Kidbrooke', ' బ్లాక్ హీత్', ' Kent']","[[కిడ్బ్రూక్]], [[బ్లాక్హీట్]], [[కెంట్]]",,,,,,,,,,,,,,,The Ashes,ది యాషెస్,,[],,[],,[],,[]
10721,John Childs,జాన్ చిల్డ్స్,,,,,,,,,,,"England vs West Indies at Manchester - June 30 - July 05, 1988","ఇంగ్లాండ్ వర్సస్ వెస్ట్ ఇండీస్, మంచేస్టర్ లో - జూన్ 30 - జూలై 05, 1988",,,England,ఇంగ్లాండ్,"['England', 'Essex', 'Gloucestershire']","ఇంగ్లాండ్, ఎస్సెక్స్, గ్లౌసిటర్షిటీర్","['August 15', ' 1951']","['ఆగష్టు 15', '1951'] ",Audley Park Secondary Modern,ఆండ్లే పార్క్ సెకండరీ ఆధునిక,,[],,,,,John Henry Childs,జాన్ హెన్రీ చిల్డ్స్,"['England', 'Essex', 'Gloucestershire']","ఇంగ్లాండ్, ఎస్సెక్స్, గ్లౌసిటర్షిటీర్",,,Left hand bat,లెఫ్ట్ హ్యాండెడ్,,,"[' Lipson', ' Plymouth', ' Devon']","[[లిప్సన్]], [[ప్లైమౌత్]], [[డెవాన్]]",['Wisden Cricketer of the Year 1987'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1987,,,,,"England vs West Indies at Manchester - June 30 - July 05, 1988","['1988', 'మాంచెస్టర్ - జూన్ 30 - జూలై 05 ', 'వెస్ట్ ఇండీస్ ']","England vs West Indies at The Oval - August 04 - 08, 1988","['1988', 'ది ఓవల్ - ఆగష్టు 04 - 08 ', 'వెస్ట్ ఇండీస్ ']",,,,,The Wisden Trophy,ది విస్డెన్ ట్రోఫీ,,[],,[],,[],,[]
